Date,volatility,momentum,price_strength,volume,breadth,kosdaq_ratio,sentiment_index,grade
2023-09-21,88.81105367213121,49.35017427131572,70.26856514551653,33.64806596796022,39.97285766951651,35.27932886249579,56.3,중립
2023-09-22,89.15642510051566,48.849321042027974,68.93151388353333,34.54667691125624,33.31730887097892,34.845390236287514,55.1,중립
2023-09-25,89.85241592196277,47.98660055357956,66.51353992875933,35.64106277860925,31.923546738459905,29.578680686639803,54.0,중립
2023-09-26,88.9002545363173,45.80447822007627,60.103978559075166,34.645390070921984,30.163242775860596,29.538656882680325,51.6,중립
2023-09-27,89.07353732330947,45.93252674051455,60.514490568054704,33.05620005155968,32.669502645760986,34.37914627469424,52.4,중립
2023-10-04,85.6238444257771,42.03096272869292,48.907289761729324,34.41416915809857,26.240780700156137,29.259242856982553,47.3,중립
2023-10-05,85.83561005226761,41.929232561350254,48.49878211270993,35.35348600508906,23.726485683007425,27.126003644035002,46.8,중립
2023-10-06,86.54250124009747,42.30017601716188,49.5015347670552,30.907541263050923,26.88316435177829,32.578414370792615,47.6,중립
2023-10-10,86.58390449922736,41.932190969937096,48.29939601953201,30.263216969311085,26.47438567082581,25.10132989500909,46.4,중립
2023-10-11,83.32771599143231,45.09755278537812,56.963504314103744,32.69289454731882,28.8339304093021,27.727278350150865,49.1,중립
2023-10-12,82.26648127554805,47.054758545815254,62.86195594331405,34.49202995966967,29.163525489604794,31.0415872708892,51.1,중립
2023-10-13,81.90079931834663,45.50612765569196,58.167356913581855,37.09799870075998,29.45558438657747,29.355000170783335,50.0,중립
2023-10-16,81.8758730536425,44.22700209702927,54.21854413343385,49.06267681366322,29.013212444948152,27.30498109510162,50.5,중립
2023-10-17,81.29258004423656,45.855538114022224,58.964663522181596,50.44586926081509,34.26366148577267,28.176241161582205,52.7,중립
2023-10-18,81.262117994509,46.0614079644832,59.44665003876132,59.08949565885785,40.444501067775455,23.7500370416556,54.7,중립
2023-10-19,81.36535040651711,43.035414282627315,50.1646085154825,62.374902214669156,35.297328441034665,20.448649293070854,51.6,중립
2023-10-20,81.63989446294343,40.42934909144625,35.740989217463046,40.042414693948544,32.366691312199976,20.336168142783556,44.5,중립
2023-10-23,81.77637030172777,39.3447951075132,31.699508276688075,49.62075125773831,33.82987142770911,20.950784755562527,45.2,중립
2023-10-24,80.50201667089459,41.195263062467426,37.534951185315094,48.03256946193233,38.414764404296875,26.380386798332765,47.5,중립
2023-10-25,80.45791278594848,39.9496413551039,33.054261664781635,35.20870170926432,43.20679562269285,23.866204627255588,44.8,중립
2023-10-26,78.5942758114524,35.819564442264934,18.935999599866406,28.314502808060787,36.062509278334396,21.68235083526484,38.5,공포
2023-10-27,78.42660704466819,36.18396536780208,19.757671781815326,27.66990768504773,35.822905923918796,23.332770133791524,38.7,공포
2023-10-30,78.15559920525628,36.80201713982778,20.488880031972016,28.913954090070977,37.73424052218675,26.223589402792758,39.7,공포
2023-10-31,78.06047860985208,34.7353376717641,13.227333461831225,27.820161518192155,26.112546859506537,22.335041673276205,35.5,공포
2023-11-01,77.1885802658621,36.394122306549484,18.483931774152975,25.69560899902013,24.824897303656385,20.922173185526766,36.1,공포
2023-11-02,77.48993510363204,39.23955065425559,27.75265898075036,21.913445655764786,34.80497247651019,29.552855882120355,40.4,중립
2023-11-03,76.81462992589029,40.98780370670029,33.377218630452035,22.891912172522918,41.0004426680197,30.273914666094875,42.8,중립
2023-11-06,64.18019944967133,49.941176425578384,63.268605242496214,23.742851131386168,54.32964322248974,35.632594046499904,50.8,중립
2023-11-07,62.14111091660629,46.07367373091368,50.24196806500687,25.106047905712618,48.28460888633259,37.59297269284158,46.5,중립
2023-11-08,63.11038740639224,44.623397663894295,45.25973453206621,27.756598565728968,50.560851400611035,35.4512907790049,45.9,중립
2023-11-09,63.63899252665876,45.03193090215873,46.4774154064617,28.91333756483494,55.38551414846165,31.74669651143896,46.8,중립
2023-11-10,63.76073718698315,43.91990901912109,42.592368749748175,23.563348900276125,55.44971325014344,28.95758006859416,44.8,중립
2023-11-13,63.94050747734242,43.572949964425575,41.276572111819306,20.279188694240005,52.189804146857114,24.175168782450047,43.0,중립
2023-11-14,63.74722805179837,45.57277695981157,47.85343181934503,17.169920524005136,57.431294030173774,28.66073208230147,45.5,중립
2023-11-15,62.14596304004522,49.13634449126542,59.76714657362548,18.531672902589303,70.35258804370744,28.118472295040352,50.4,중립
2023-11-16,63.50908046082323,49.23259653260303,60.103909058339134,21.022780102278013,70.20908158371168,29.011346286060885,51.2,중립
2023-11-17,64.4281551063709,48.013310701769655,56.01598818690563,24.255158411634163,66.97498601662396,27.024050269864485,50.1,중립
2023-11-20,64.65261654705282,49.44166932794041,60.77743402776643,25.279679345992818,73.275700316843,30.25327037914603,52.8,중립
2023-11-21,64.81675578275062,50.72854962807851,65.06387325316372,27.20350826466194,73.01944365215613,29.80412974404117,54.1,중립
2023-11-22,65.26311408166822,50.82792819249207,65.34934547747312,27.84599133239347,70.39043753170766,29.143808170282792,53.9,중립
2023-11-23,68.80516522629623,51.06816740395691,66.07639308594221,27.601520500928782,68.72924144942633,29.751591034056702,54.6,중립
2023-11-24,68.3092412701479,49.880545238592234,61.98841776624927,27.82669041228752,48.95904539610465,32.19379788965413,50.8,중립
2023-11-27,68.2348730428084,49.85360504738034,61.77209483144453,29.829095562058967,61.842601219363516,30.964304985027745,52.8,중립
2023-11-28,69.4566041033892,51.61632360856483,67.59294045647243,32.719617498037536,72.54998763022623,30.629019384241673,56.6,중립
2023-11-29,69.44337683125087,51.50672981231632,67.15806220822539,35.49788853765918,71.2167829667813,33.77992340617047,57.0,중립
2023-11-30,70.17621747447056,52.56897451376982,70.61040854706998,42.737652786655,79.00188355759053,35.98323938236358,60.5,탐욕
2023-12-01,69.43867852366793,50.58181981384823,63.85735427195599,48.299449512112716,71.00886311412627,38.62367354551372,58.5,중립
2023-12-04,84.11138137257984,51.27574183655068,66.07416070730467,52.87191269385411,68.44911708115797,38.260486660900035,62.3,탐욕
2023-12-05,87.52172760081278,49.949210815358455,61.46435326901904,52.69871009584204,52.01678073373007,35.43728388090753,59.0,중립
2023-12-06,88.3410807900045,50.086376689577115,61.709642677852514,47.40686868686869,51.91224090954479,38.23897623016745,58.7,중립
2023-12-07,88.28691120400887,49.93009653058461,60.971487624455115,39.918974371328645,56.41307855674201,36.615222280398775,57.9,중립
2023-12-08,88.34325784222452,51.70686514286953,66.7209515813408,36.19594990421,57.499914117089325,40.5702168711168,59.5,중립
2023-12-11,88.52039668493055,52.27228517756907,68.39583449035884,33.162555122761454,54.501148180784405,41.957282051624446,59.2,중립
2023-12-12,89.29175909377884,52.98733837498853,70.60594378979486,31.095926961404157,56.75013529216815,42.735504772686674,60.0,중립
2023-12-13,91.97120232849655,51.40514394974795,65.11739589220551,31.003396205886236,48.902711168759325,42.20758645440786,57.9,중립
2023-12-14,90.54443247612929,53.694330881647765,72.5930330185135,32.64604810996563,61.26086539228734,42.61055521776236,61.7,탐욕
2023-12-15,90.91072933736035,55.01927258535976,76.91519030211161,33.08422571580466,64.79049558868107,39.5153441481759,63.2,탐욕
2023-12-18,91.34355556474578,55.27297741267879,77.65116742513092,31.070173056322513,60.90745696180707,44.29591586325379,63.1,탐욕
2023-12-19,91.71431085808986,55.40883623096368,78.02805827706105,31.16178556153344,61.8026086000324,47.143304430070025,63.7,탐욕
2023-12-20,89.43029356127641,58.474748748513775,88.23122651238208,35.91925018024513,66.68639730563345,43.30476208471948,66.9,탐욕
2023-12-21,88.99845518294508,57.50653244762677,85.04649336874648,35.68073591901425,71.51984481154977,43.9564847313141,66.8,탐욕
2023-12-22,89.64685226454758,57.469078426367815,84.93275095475022,34.913003908132126,70.00760196218428,42.37129889607877,66.4,탐욕
2023-12-26,89.690972111768,57.657790895296344,85.61967019600284,35.971164434247186,77.95387124173617,39.714923616999286,67.7,탐욕
2023-12-27,90.25723677199116,58.372572662869345,88.05279956615627,35.435976656368,79.01643276958139,42.884354177795856,68.8,탐욕
2023-12-28,88.77513016320343,61.13455355976494,97.37058465452036,33.130487698861174,83.71963755732523,40.482747542981514,71.0,탐욕
2024-01-02,88.80884762470517,62.049356347833296,100.0,30.001490090895544,82.92593901357816,43.47504897040418,71.5,탐욕
2024-01-03,85.46521983024459,57.825677586839184,86.14590419351575,30.295500965015833,64.33943677254487,48.58250156139244,64.9,탐욕
2024-01-04,84.89268820705261,56.452550286736745,81.64830187208881,38.033414068239175,58.737705593800236,49.224232082945626,64.0,탐욕
2024-01-05,85.36197502250725,55.86648077376862,79.66662499614412,42.23259028857784,62.019560136320315,54.965694401616325,65.3,탐욕
2024-01-08,85.16372503069557,55.192393444830245,77.3923344638492,38.752543996169045,54.59566850056764,56.58237006693276,63.2,탐욕
2024-01-09,85.10804477002665,54.76079202405303,75.93375793972278,46.7978779581117,49.52535454811536,59.41192092351645,63.6,탐욕
2024-01-10,85.2141479745246,53.476815686961686,71.66447761129412,48.600640475427184,45.221977898324795,58.241979697318214,62.0,탐욕
2024-01-11,85.24961473308053,53.354794305184086,71.2854382088386,46.19602991696014,44.56947240409669,61.02418920505913,61.7,탐욕
2024-01-12,85.10137069145857,52.3316883000682,65.01945667615313,49.94649673390511,30.585172486313894,57.183298881661905,58.3,중립
2024-01-15,85.74744161902406,52.41435649367562,64.50290924692203,58.49543177129384,32.90378597806783,53.50801877715957,59.6,중립
2024-01-16,86.19675916761616,50.55047565009269,56.04615878297334,54.240882489464916,29.14894382166139,55.13009804645069,56.6,중립
2024-01-17,83.30333850734269,46.49226874501541,40.301639671131134,40.38976037513565,22.494277387765493,54.54073954406537,48.9,중립
2024-01-18,83.28313442808981,46.86818559434951,41.35828200598793,53.132780556888,20.723092137794623,56.60187511658239,51.0,중립
2024-01-19,81.88290641080837,49.14170180939035,49.70393701768651,46.074385417814206,18.216335886169787,52.77889065227929,51.1,중립
2024-01-22,84.36499489429254,48.65342302464749,47.56267543982628,37.84113375054159,13.44389248847581,52.47919982044035,49.1,중립
2024-01-23,83.96568605598466,49.680819531396544,51.20210356440764,34.15747972211845,22.355886464869783,50.418961855007495,50.5,중립
2024-01-24,83.98841958715136,49.14994722529177,48.9255060299895,21.284803561647028,23.503907835077015,49.83189150400658,48.1,중립
2024-01-25,84.02645146757965,49.267512472765,49.091435888329144,16.684421983723805,24.723205806577994,44.58840760768084,47.1,중립
2024-01-26,84.09601230221303,49.90055840106083,51.18933014309347,11.601525515215332,28.85638774672242,48.68713164524049,48.0,중립
2024-01-29,85.5072040796177,51.46109956394569,56.82708214556092,12.587752009565412,36.630022421838724,38.35146319649175,50.0,중립
2024-01-30,85.97151455483873,51.387377653775424,56.357518716177694,12.519960828253062,39.6806573602876,38.51576621110896,50.4,중립
2024-01-31,89.13173574354796,51.32876641297229,55.91854918857619,13.616053006991358,39.678758544866305,31.04268258169318,50.4,중립
2024-02-01,86.52145769843261,54.4234490502386,67.49781138329922,22.999205793866608,53.63722144864556,25.46066608559212,55.7,중립
2024-02-02,81.39629961052806,59.34546605132509,86.0905542107116,29.610358357618072,64.34906682334004,23.242147328123206,61.8,탐욕
2024-02-05,80.97099245339389,57.7693129035001,79.96529367964882,30.64182373873367,65.27179374562884,23.876300128865235,60.5,탐욕
2024-02-06,80.80141523109111,56.77247366433801,76.10890432084342,31.134822877876438,76.95382378462044,25.61765533761406,61.5,탐욕
2024-02-07,80.38039884442838,59.02190535327885,84.62815324367014,33.36810739188565,79.28152660837651,23.732059487137022,64.1,탐욕
2024-02-08,80.36848997641327,59.736516947462306,87.36920483894585,27.632500077440135,77.58093305251478,28.186943315146586,64.1,탐욕
2024-02-13,80.26395750039711,61.6749410101775,94.85218659164619,28.226750995549306,82.11595898010533,31.848929149610257,67.1,탐욕
2024-02-14,79.34077463410111,59.678173648625624,87.39468937220192,30.589109408814092,73.36780252468321,38.56074791945378,64.7,탐욕
2024-02-15,80.18538029263726,59.22691769124383,85.70517074325734,36.293618614951235,73.92825031396264,41.62275526713569,65.7,탐욕
2024-02-16,84.19933908606684,61.55728381397078,94.6276236140059,40.96197843270442,76.59495181810242,36.637681984831445,69.4,탐욕
2024-02-19,83.9021605949867,63.62963234874783,100.0,41.88794203614507,78.1138829999013,33.23207373807272,70.8,탐욕
2024-02-20,83.43963734159281,62.06554435063033,94.41420697239421,42.616773527143245,71.87974208496729,38.8703565008467,69.0,탐욕
2024-02-21,83.5719448033094,61.690928269778766,93.30053201496877,41.77865902915474,71.35513192403789,38.60535654027611,68.5,탐욕
2024-02-22,83.59772044089992,62.34653420397427,96.02506041762507,37.485163675998095,72.53221878037529,39.50392607142155,68.8,탐욕
2024-02-23,83.90048558298174,62.48410444832738,96.87770453080601,32.581900204875645,69.03113121379606,38.51383242783354,67.7,탐욕
2024-02-26,83.16152516837116,61.01827468475136,91.75182588071358,34.2864545922668,55.73860569477127,40.57264262031029,64.7,탐욕
2024-02-27,82.35960365570888,59.475202129238355,86.27539755464898,31.482953076680037,56.138123887956674,38.081289915512116,62.6,탐욕
2024-02-28,82.24393937877898,61.223379160355606,93.04696613092933,27.896979271386858,63.25752258540938,38.39195999722166,64.8,탐욕
2024-02-29,82.06123554244567,60.496969909124765,90.57849193238081,28.825486671511076,56.219664157498556,39.48405739028169,63.3,탐욕
2024-03-04,81.6866585763693,62.55208994581204,98.51095285665214,28.73422092621724,59.4752364103193,39.39227040513067,65.7,탐욕
2024-03-05,82.20935247635487,60.82225438748728,92.32850922923981,28.605410954171727,49.95718122664678,40.00999478777933,62.9,탐욕
2024-03-06,86.93296212216055,60.24100932448433,90.36219015863344,24.665376552169004,54.068689154468096,42.577191034763686,63.6,탐욕
2024-03-07,87.65042116647483,60.60363041782003,91.88607378293838,26.067579612673203,56.54312567248805,39.070371793565954,64.3,탐욕
2024-03-08,87.19305496388641,62.72854845487276,100.0,24.68761030709495,56.16488872583818,38.755079228235104,66.0,탐욕
2024-03-11,87.5419792252719,61.298748399364456,94.902573742451,25.06190121009628,45.83640309830549,42.334810975068976,63.6,탐욕
2024-03-12,87.230477961386,62.7161371875217,100.0,23.764056646621114,54.90765903277426,44.77605206077944,66.3,탐욕
2024-03-13,87.91535684003568,63.44051967691286,100.0,27.38008090264532,57.98810491469118,43.41196720047598,67.4,탐욕
2024-03-14,88.60708582742984,65.03840400069653,100.0,30.96903472030204,60.23364087458974,39.4999533212283,68.4,탐욕
2024-03-15,85.64501863546141,61.49465910284662,88.22063217225714,34.73310437959707,49.8633922171575,43.23997088586462,64.1,탐욕
2024-03-18,86.45532569975776,62.68780468238431,92.53127018257511,36.57169612221081,56.18972020114515,46.04389564442432,66.9,탐욕
2024-03-19,86.5405573583628,60.64678788043083,85.79983095102787,42.55783144807908,54.85126176878267,48.7433007730677,66.1,탐욕
2024-03-20,85.92344258750339,62.83149545892572,93.5067913153583,47.73539768298256,55.77913349342475,44.34820639232216,68.4,탐욕
2024-03-21,82.65719785175978,67.03009524793171,100.0,51.26754661638383,64.71510559237879,41.232577466360084,71.5,탐욕
2024-03-22,82.59187942782634,66.50726827978627,98.67887531613815,48.93719570774917,60.41496673146956,41.90457506404893,70.1,탐욕
2024-03-25,82.41330688842055,65.69477082553254,96.37426661069188,50.45054657264517,62.8614082609027,46.72252832597194,70.6,탐욕
2024-03-26,82.77196892700894,66.89162738618117,100.0,44.66813330074147,66.31017221685627,45.112932882408764,71.1,탐욕
2024-03-27,83.40275111620383,66.64597240379713,99.5867292704727,39.64986848750796,65.34561877894214,43.55502467863083,70.0,탐욕
2024-03-28,83.63758921933547,65.91928303977244,97.64766912251056,29.053781429906998,60.017123223708346,44.156101047903995,67.2,탐욕
2024-03-29,83.82006734829528,65.83966833494652,97.8166973604689,28.690043860944076,64.13099906903973,42.38281524595472,67.7,탐욕
2024-04-01,84.49719775036306,65.78349300469925,98.07347556097298,26.313128826300325,61.5330836369279,44.817068794514796,67.3,탐욕
2024-04-02,85.29032274500744,65.98774981480422,99.17967543724654,30.014749976600147,60.64522037978769,36.72912465104313,67.4,탐욕
2024-04-03,83.25838784541875,62.77948823100814,89.53869610282135,31.7273399751326,48.04080665603199,38.22577099264042,62.9,탐욕
2024-04-04,82.47641842071019,64.94774960703106,96.85032669280481,33.11078840000252,63.232367517289696,35.45689001189407,66.9,탐욕
2024-04-05,82.44154653032163,62.92920106295266,91.04986052749857,35.18950049359564,54.84474292256366,35.23370662005168,64.3,탐욕
2024-04-08,82.87972740341006,62.97989269174236,91.76786109211504,39.15883489968673,61.53210664663913,30.916960633943486,65.7,탐욕
2024-04-09,83.03979752411303,61.98632986917878,89.16089225711045,34.865623456567036,53.064308540735254,32.41799577943388,63.3,탐욕
2024-04-11,83.13660950424082,61.93485927841028,89.53660681799883,32.56860543453852,36.85217127915221,32.181444830743985,60.6,탐욕
2024-04-12,83.18215421504058,60.14447719977344,84.28929154899578,34.001999353683246,33.39799221421241,36.41554730332219,59.3,중립
2024-04-15,85.35194031843044,59.286986223464275,81.91188925363612,32.69672984290659,33.33163622786793,35.125268155575256,58.7,중립
2024-04-16,82.63358343036961,55.190375571579075,69.22142036716377,30.535179685356812,19.618376748083776,35.42514566203,52.5,중립
2024-04-17,82.77426366082133,53.432219785401614,63.909388226829066,30.817702406734448,17.88836398660736,39.08021469659602,51.2,중립
2024-04-18,81.40113296194312,56.66979211195174,74.45416160057562,30.2081866954468,31.924627569839586,41.801272178479,56.0,중립
2024-04-19,84.26860330350077,53.77682186900486,65.51243022553065,37.705606144612666,27.852692492853805,42.13898125210275,54.8,중립
2024-04-22,82.46988136867628,56.13779632401443,73.35626790542572,34.37823366908114,34.651037833110024,39.209039164108525,56.7,중립
2024-04-23,82.4902653619195,55.58161908601874,72.01627196169576,31.199877797296267,33.180829440277066,40.140090809943715,55.7,중립
2024-04-24,80.21634742764792,58.876703609051575,83.02231865772113,29.66998995285571,46.03223065977349,40.25105812474272,59.8,중립
2024-04-25,78.89719600433365,55.646928837354395,73.18515038264486,26.97049216848326,36.02041651816246,42.89542513625149,55.3,중립
2024-04-26,78.10711893741916,57.30819774742031,78.96890226937097,17.405944927280625,42.862080593491825,40.88606575097583,56.0,중립
2024-04-29,77.27203035000136,59.13732388223231,85.46229758142351,19.327367914427995,46.51243280782135,42.0471179626239,58.5,중립
2024-04-30,77.24612167601023,59.227339237094256,86.42662992243147,19.781843268185693,48.45970876935734,41.13181882077252,58.9,중립
2024-05-02,77.2698927934143,58.47387665309986,84.6712230061853,21.966526496790138,47.301137006064934,41.45986489380619,58.6,중립
2024-05-03,78.5346449816868,57.79914904683656,83.20597188943708,23.82036659456215,49.372756525438774,41.40363979057195,59.0,중립
2024-05-07,77.01479811578018,61.330994588466034,95.2556927915597,25.74386842457364,56.94787751944073,36.426615331217015,62.8,탐욕
2024-05-08,77.48686357296984,61.80636746201815,97.4869470656759,25.93183232963328,66.51627714470327,35.51403889587216,64.8,탐욕
2024-05-09,76.74758917985771,59.47541799135515,90.6177862345686,26.144946167443354,65.32748609155013,38.43776465024492,62.9,탐욕
2024-05-10,76.71541267919147,60.36036146675136,93.85092901833168,32.04661531081577,62.15120135813197,34.30945978471711,63.7,탐욕
2024-05-13,76.71368040864704,60.178584142800354,93.76328097211875,39.64236665825836,69.90614836300023,30.80711004660032,65.6,탐욕
2024-05-14,77.20204018155516,60.21370952532907,94.41661562356998,37.67612593533813,66.51284030586274,33.493130517670835,65.3,탐욕
2024-05-16,77.11091298134616,61.505839157719755,99.14629783825266,40.40423374947715,70.19826546174683,34.09711948376461,67.6,탐욕
2024-05-17,79.46088428223769,59.494899261171184,93.22271674291707,44.67010291017943,58.21594625477758,31.881135809948603,65.1,탐욕
2024-05-20,80.20978357825592,60.44577431963989,96.87952572215366,43.192061784984645,71.19487578276775,27.034301153884105,67.4,탐욕
2024-05-21,81.41078493921553,59.12651621930861,93.13083916889269,40.7617529220544,63.1466461300336,29.15420162899175,65.2,탐욕
2024-05-22,83.38340447171636,58.95245500924508,92.9805635361706,44.52264895459496,57.91091865273417,29.188829366872532,65.3,탐욕
2024-05-23,84.29449909712093,58.7203014989095,92.63618824762,41.62108262108262,56.620234046483326,29.96165371559096,64.9,탐욕
2024-05-24,83.1502870978814,56.396126446049635,85.49572613858379,38.95362604660369,50.78849441426269,31.506624172219723,61.6,탐욕
2024-05-27,84.50533728510686,58.55530557520143,92.88246906584509,36.52009231183186,58.31244544562335,30.841847230413176,64.5,탐욕
2024-05-28,86.94834474638479,58.43255248292375,92.85327003649624,32.485823660668586,47.39909457928169,32.20929926235222,62.9,탐욕
2024-05-29,85.35078564856514,55.410443646178784,83.34585205621298,31.3145390761369,36.77426303919719,33.05923567564009,58.3,중립
2024-05-30,84.73047704039871,52.652229106969585,74.60861580294274,30.442284266937204,35.53264288312849,35.8400084355419,55.9,중립
2024-05-31,84.76520908034182,52.64944641134828,74.83405473110905,32.490259817458615,31.826690638933627,38.96183260382859,56.0,중립
2024-06-03,82.7920029749854,55.51143914209972,84.4353886120728,35.59210633347975,42.45738142369037,35.355638878642715,59.8,중립
2024-06-04,82.49144486564197,54.125021514765635,80.17324757413648,41.08782640722637,39.11779340116504,38.48200513845567,59.2,중립
2024-06-05,84.80349707632885,55.79727395305203,85.89228258953095,49.430123223952044,40.024484686332144,37.19075407816451,62.4,탐욕
2024-06-07,83.86308687275101,57.8289587649937,92.81566290969093,56.55881086117631,49.69817697076685,39.19298617437701,66.8,탐욕
2024-06-10,84.36732780326517,56.3449187722327,88.3280829435883,53.42164511230955,43.73642780093984,41.40381464854144,64.5,탐욕
2024-06-11,84.5768564519274,56.51093252305876,89.19432081427074,48.41704425511566,46.98954817892021,42.47584646212335,64.6,탐욕
2024-06-12,84.10218547607836,57.852419062843865,93.96364848241484,43.05775217428439,50.70220445316719,40.7643582204177,65.3,탐욕
2024-06-13,83.53813914494187,59.42618698638953,99.5407650043773,37.181990450353936,54.58881669185247,37.98258695096535,66.1,탐욕
2024-06-14,83.93093697658145,59.509754412163055,100.0,33.27292311374788,60.73809354584599,34.42963765245983,66.2,탐욕
2024-06-17,84.45512655302691,58.47310398921929,97.01937300828675,35.15251353573633,53.419308711769204,35.2376689040928,64.8,탐욕
2024-06-18,84.38969243666064,59.61307047945992,100.0,35.33242698633924,56.253596648926916,33.32601067475542,65.9,탐욕
2024-06-19,83.94715940655509,61.60657006921616,100.0,37.886736501361035,68.9782957622192,30.687919793789952,68.2,탐욕
2024-06-20,83.93534709209499,62.10350341362457,100.0,37.55831542735149,80.24384094078418,28.536942796993603,69.7,탐욕
2024-06-21,83.37249901287542,60.4839050491797,95.58759198950865,36.07779790167573,74.06508365114271,29.7733461844904,67.4,탐욕
2024-06-24,84.14651245764107,59.13193228474613,91.90017539371395,35.539251413115664,64.65474321167324,28.312893083543244,64.9,탐욕
2024-06-25,85.03968066639425,59.63684153528346,93.72403954079574,37.92789118909972,70.81527971752635,27.86158486955867,66.8,탐욕
2024-06-26,84.86890101998638,60.64165123996522,97.05841002486856,35.04240942690392,69.72195955177727,26.386032440384437,66.9,탐욕
2024-06-27,87.05762348091548,60.04273559427391,95.54983970259127,27.595809011103945,63.07232423215289,26.488344353095485,64.8,탐욕
2024-06-28,89.55317122855871,60.81195949367676,98.14783316162726,26.03197924318917,71.28205514167107,26.09168164305853,66.9,탐욕
2024-07-01,89.60693979140895,61.11471832690256,99.3731921886416,23.93263137909484,71.57496160849497,28.376223604325464,67.2,탐욕
2024-07-02,90.51317470013322,59.53056074688441,94.94566482514792,21.27772848269743,61.45391399600263,24.955953293006274,63.9,탐욕
2024-07-03,91.29899596451556,60.269241431912455,97.42846540871805,18.922036561818224,59.037196459027044,26.240718740313852,64.1,탐욕
2024-07-04,91.18297214531168,62.14051598168726,100.0,21.064342774146695,63.640131922792726,24.94851829206105,65.9,탐욕
2024-07-05,91.02270272170523,64.40064681822777,100.0,17.447697862742086,72.13748979733761,23.73744293074319,66.9,탐욕
2024-07-08,91.88657689813061,63.981346635051096,99.23490846606857,16.997985387994856,68.659069748024,28.85623192774091,66.8,탐욕
2024-07-09,91.90169669785692,64.4381315486963,100.0,15.450889589248362,65.38410395760368,28.509927617856896,66.2,탐욕
2024-07-10,92.15290327712883,64.31929090425841,100.0,18.873242900133093,63.84534829673684,28.04914401504524,66.5,탐욕
2024-07-11,92.3597677275678,65.61946596484384,100.0,21.768592028261267,74.56533061530794,23.6698330445112,68.4,탐욕
2024-07-12,90.56485517733485,63.2902903544337,94.39968507234141,23.797766246793074,69.81829203320791,27.035281547696176,66.4,탐욕
2024-07-15,91.01226292680022,63.36583998628562,95.03877487090632,24.744656998767812,69.05527652239738,27.89000262799053,66.7,탐욕
2024-07-16,91.26048982727612,63.51629600771969,95.88169992473101,29.81918658199622,67.25391937990847,22.880317966237044,67.0,탐욕
2024-07-17,91.52790471789058,61.910399965193065,92.16446292932875,32.41394160655385,62.91144225651943,22.110895715290603,65.6,탐욕
2024-07-18,91.1372781305904,60.56073213146135,89.07656380170862,38.23362724552871,55.655515620104566,22.140651534823025,64.5,탐욕
2024-07-19,90.8121109842315,58.588669115715305,84.36642103742233,40.20724656691119,48.277857379036696,28.177941344534887,62.8,탐욕
2024-07-22,90.09733471796378,56.41273532432691,79.15741725884769,42.24062430779192,46.73194859852624,25.07130858676762,61.0,탐욕
2024-07-23,90.07188755477233,56.91657723075674,80.9149540087003,37.407797681770276,46.25210077794905,25.184317055114175,60.6,탐욕
2024-07-24,90.204491345257,55.79316520862573,78.37483476447893,35.64935662089796,36.63265346347309,28.29489559874341,58.5,중립
2024-07-25,88.04527483585704,52.65874020060737,70.53929769380768,29.19338199307778,20.68089133354364,27.679702192280846,52.5,중립
2024-07-26,87.7116084849147,53.86066922719753,74.00382036863891,32.33221267588096,27.139663109984582,25.859986655549182,54.6,중립
2024-07-29,86.51570647328478,55.812820130765125,79.48675389271204,32.151905941298715,32.98479886124015,26.622874988841993,56.8,중립
2024-07-30,86.33472687286955,53.96878254613541,75.02932544899681,32.323396626074,30.093284238730377,28.627665893000692,55.3,중립
2024-07-31,85.4650197645805,55.848975381989064,80.32800718697398,33.30013526447206,31.99965326794957,25.22401766276115,56.6,중립
2024-08-01,86.33354238162086,56.14343631335722,81.46762975939001,33.84072196152943,37.115021126296945,28.934470558660173,58.3,중립
2024-08-02,80.42712247111271,49.729358692179815,64.92107105654806,33.2885679555652,27.214679853866357,27.576639447339772,50.8,중립
2024-08-05,55.00697136569965,35.13464545010092,26.666236785636244,39.17516854007361,16.563242941407665,19.420774481142114,33.7,공포
2024-08-06,50.914267636058476,40.16679256041166,39.806943613540135,42.94967367371321,26.817677774198174,27.993314325923585,39.4,공포
2024-08-07,49.49272712692891,43.07189015282364,47.34900727334821,40.80770597291856,32.22539358830936,29.32250523596162,41.9,중립
2024-08-08,49.97679087175661,42.36014651451774,45.44475371996356,40.931657058912265,33.014586946371395,29.80907210150212,41.6,중립
2024-08-09,49.28334782282804,44.3303604056735,50.61299840824607,38.945681280663,37.53878447508897,34.371658865357915,43.8,중립
2024-08-12,48.71709560338749,46.18806646238928,55.48291362217358,27.509372194941655,39.19123247033715,34.482276355583444,43.5,중립
2024-08-13,48.73401273228269,46.38695622800302,56.004622017153046,24.25491396313678,40.32656276033383,31.099120910491735,43.0,중립
2024-08-14,48.38046579293499,47.82308079882458,59.754458324029194,21.465990441007662,45.16554032112446,33.58603454038841,44.5,중립
2024-08-16,47.13634713802924,51.0717832457008,68.35136246414176,19.949592587819165,47.577663907860895,31.480699894080495,46.6,중립
2024-08-19,47.20104545664804,49.61680729774827,64.62274158219306,17.863402580237338,43.53285216611837,30.93769821351209,44.6,중립
2024-08-20,47.21571022292028,50.98066049735546,68.25352472592098,23.22754508184972,47.03057307863792,32.72790812163278,47.1,중립
