Date,volatility,momentum,price_strength,volume,breadth,sentiment_index,grade
2024-06-24,69.2571225987297,75.54351369705233,91.90017539371395,35.539251413115664,64.65474321167324,69.6,탐욕
2024-06-25,72.0681715141315,77.10695398406024,93.72403954079574,37.92789118909972,70.81527971752635,72.4,탐욕
2024-06-26,71.5306804401067,80.21832493122373,97.05841002486856,35.04240942690392,69.72195955177727,73.1,탐욕
2024-06-27,78.41919913077867,78.36379592824622,95.54983970259127,27.595809011103945,63.07232423215289,71.9,탐욕
2024-06-28,86.2733823860679,80.7456806585732,98.14783316162726,26.03197924318917,71.28205514167107,76.0,탐욕
2024-07-01,86.44260701677197,81.68316666543276,99.3731921886416,23.93263137909484,71.57496160849497,76.2,탐욕
2024-07-02,89.29478047335387,76.7778578818573,94.94566482514792,21.27772848269743,61.45391399600263,72.9,탐욕
2024-07-03,91.76797868091798,79.06516622682895,97.42846540871805,18.922036561818224,59.037196459027044,73.9,탐욕
2024-07-04,91.40281943326731,84.85952633422836,100.0,21.064342774146695,63.640131922792726,76.8,탐욕
2024-07-05,90.89840695531997,91.85797130230088,100.0,17.447697862742086,72.13748979733761,79.1,탐욕
2024-07-08,93.61725939866221,90.55961759214296,99.23490846606857,16.997985387994856,68.659069748024,78.7,탐욕
2024-07-09,93.66484561613522,91.97404193816222,100.0,15.450889589248362,65.38410395760368,78.5,탐욕
2024-07-10,94.45546263013512,91.6060545205214,100.0,18.873242900133093,63.84534829673684,78.9,탐욕
2024-07-11,95.106522624594,95.63201773612678,100.0,21.768592028261267,74.56533061530794,82.1,극도의 탐욕
2024-07-12,89.45743331742214,88.41977715832786,94.39968507234141,23.797766246793074,69.81829203320791,77.4,탐욕
2024-07-15,90.8655500154321,88.65371491641058,95.03877487090632,24.744656998767812,69.05527652239738,78.0,탐욕
2024-07-16,91.64678915103724,89.11959864716535,95.88169992473101,29.81918658199622,67.25391937990847,78.9,탐욕
2024-07-17,92.48841823149165,84.14697719695288,92.16446292932875,32.41394160655385,62.91144225651943,76.9,탐욕
2024-07-18,91.25900765261524,79.96776070787253,89.07656380170862,38.23362724552871,55.655515620104566,74.7,탐욕
2024-07-19,90.23561615128484,73.86131135275691,84.36642103742233,40.20724656691119,48.277857379036696,71.2,탐욕
2024-07-22,87.98601632411268,67.12358066610777,79.15741725884769,42.24062430779192,46.73194859852624,68.0,탐욕
2024-07-23,87.90592701978197,68.68371594577819,80.9149540087003,37.407797681770276,46.25210077794905,67.9,탐욕
2024-07-24,88.32326805114319,65.20509555520418,78.37483476447893,35.64935662089796,36.63265346347309,64.9,탐욕
2024-07-25,81.527612801233,55.49941809152986,70.53929769380768,29.19338199307778,20.68089133354364,55.8,중립
2024-07-26,80.47747193780944,59.22116464359917,74.00382036863891,32.33221267588096,27.139663109984582,58.6,중립
2024-07-29,76.71363549605798,65.2659565853359,79.48675389271204,32.151905941298715,32.98479886124015,61.2,탐욕
2024-07-30,76.14404232819629,59.55593513593956,75.02932544899681,32.323396626074,30.093284238730377,58.3,중립
2024-07-31,73.40683202501499,65.37791051822633,80.32800718697398,33.30013526447206,31.99965326794957,60.6,탐욕
2024-08-01,76.14031440460101,66.28970225616914,81.46762975939001,33.84072196152943,37.115021126296945,62.5,탐욕
2024-08-02,57.551167230947364,46.42865327306491,64.92107105654806,33.2885679555652,27.214679853866357,48.1,중립
2024-08-05,0.0,1.2364476723352094,26.666236785636244,39.17516854007361,16.563242941407665,14.0,극도의 공포
2024-08-06,0.0,16.818379502733233,39.806943613540135,42.94967367371321,26.817677774198174,22.6,공포
2024-08-07,0.0,25.81394971427694,47.34900727334821,40.80770597291856,32.22539358830936,26.9,공포
2024-08-08,1.0896969369971856,23.610051336568866,45.44475371996356,40.931657058912265,33.014586946371395,26.4,공포
2024-08-09,0.0,29.71077491843503,50.61299840824607,38.945681280663,37.53878447508897,29.0,공포
2024-08-12,0.0,35.46312048825192,55.48291362217358,27.509372194941655,39.19123247033715,30.0,공포
2024-08-13,0.0374293461681674,36.07897823279346,56.004622017153046,24.25491396313678,40.32656276033383,29.9,공포
2024-08-14,0.0,40.52590608922474,59.754458324029194,21.465990441007662,45.16554032112446,32.1,공포
2024-08-16,0.0,50.585441105749084,68.35136246414176,19.949592587819165,47.577663907860895,36.4,공포
2024-08-19,0.13830855183122992,46.08014037846864,64.62274158219306,17.863402580237338,43.53285216611837,33.7,공포
2024-08-20,0.16965809273672505,50.30328153811513,68.25352472592098,23.22754508184972,47.03057307863792,36.8,공포
2024-08-21,0.25896521263609884,51.139296077265406,68.98718835117936,24.3733998838235,44.82285431861874,37.0,공포
2024-08-22,0.32576122984033873,52.324032317684924,70.0534525218294,27.79330060952587,44.78587354132794,38.1,공포
2024-08-23,1.8914346474971637,51.09639908093264,69.07849826634553,26.910830922620672,52.214159188480814,38.9,공포
2024-08-26,2.2227818494908007,50.33503399889992,68.4785356023091,26.27562760729821,87.18110809230468,43.9,중립
2024-08-27,3.109222353010722,48.61300879201277,67.05033548632082,20.902360580132292,80.59998032851382,41.6,중립
2024-08-28,3.5502154593579007,48.65952356623443,67.1449093130143,17.407923903480967,76.70222761512566,40.6,중립
2024-08-29,4.025000822515011,43.29206609012128,62.65324960206152,14.170759455034823,71.69760375962717,37.2,공포
2024-08-30,3.9116665361847964,45.57754612008626,64.6145818033748,13.656874332386995,69.20741595782903,37.7,공포
2024-09-02,11.152071502647232,46.80820426899972,65.70528550668047,12.984064229925005,65.64529000737127,39.4,공포
2024-09-03,75.35957656731188,43.66782970367083,63.03636116852809,17.22497628241959,60.098319423802444,54.0,중립
2024-09-04,72.10948124142845,27.61166243762706,49.36905007835378,24.30321031859055,38.39200469097992,44.2,중립
2024-09-05,75.86507140109481,26.686517471915916,48.50494940340076,28.379926147869195,23.181287153636134,43.1,중립
2024-09-06,74.2721278824352,20.81647965828456,43.41495898417521,32.99142432584767,22.358651487671565,40.8,중립
2024-09-09,76.31297964174324,19.41433217872516,42.05358944689835,35.06043911256875,13.704973571114266,39.7,공포
2024-09-10,78.34471613262001,17.198415940310227,40.015634932291746,36.209710031161535,11.265181615278095,39.0,공포
2024-09-11,78.42067768112436,15.497813837335078,38.37551938982368,31.088217470348887,8.286842816979373,37.1,공포
2024-09-12,71.87485790161149,27.01617894224311,47.94900974118376,18.986958299883362,27.314118776287827,41.3,중립
2024-09-13,77.68137772428811,27.86824063001315,48.49026180152791,18.537334773283845,28.512305456711402,43.1,중립
2024-09-19,78.01816382514228,29.036827720675152,49.36905007835378,23.288339071879097,30.765140473351153,44.7,중립
2024-09-20,78.79952633607962,31.603940915303426,51.41842828330593,29.20088407648478,33.58965753845695,47.3,중립
2024-09-23,78.60360777322867,33.355248827722846,52.8270449301304,31.451554980966744,39.0414060183352,49.1,중립
2024-09-24,76.58312431164013,39.18159835504723,57.66432102878491,47.09886075883549,42.71602713474181,53.9,중립
2024-09-25,74.81486336983443,32.57709694309924,51.899377587993264,49.49958681480122,36.82227708365152,50.2,중립
2024-09-26,64.38352440915085,47.258099208818315,64.167863765925,47.15130711943363,50.91275128996317,55.5,중립
2024-09-27,66.04556656833086,43.17335044263342,60.61529508745491,42.03984199040156,60.84114803161692,54.9,중립
2024-09-30,61.809696376993614,32.47512099893146,51.40210872566943,41.95000592346879,52.40558255379229,48.0,중립
2024-10-02,61.438504875459074,26.641805889703978,46.253407702751595,41.10247004157495,52.35453807654998,45.3,중립
2024-10-04,61.59908600853778,28.456340596492897,47.56096250362712,38.10900894420066,54.572535375573615,45.9,중립
2024-10-07,58.745132255109816,36.54806275037691,54.19163857513545,38.042653309046756,60.93573730181784,49.5,중립
2024-10-08,58.742170840924416,33.66927534492973,51.5798326887108,34.30371537984541,60.035697538987456,47.6,중립
2024-10-10,68.79963696461054,34.83150317829281,52.362375379280444,42.38445523941707,53.87166024870139,50.8,중립
2024-10-11,68.85104710883101,34.5593678152848,51.99554356665126,46.33539693602831,53.08447562793513,51.2,중립
2024-10-14,69.87845463487312,39.863388149923985,56.296463472252576,45.58608607245627,55.74951222686851,53.9,중립
2024-10-15,70.12255222488848,41.96042736156027,57.952898572357135,47.17818333488634,55.458989824020264,55.0,중립
2024-10-16,69.3567076248513,37.63431877772118,54.188414467407256,50.41435373970692,51.09423569866383,52.8,중립
2024-10-17,69.68787166041919,37.57277496550967,54.01558637165683,40.059494948171256,46.82950112061094,50.7,중립
2024-10-18,74.93021593239824,34.73189345811926,51.491786685071936,29.95867158048488,49.62469176345025,49.7,중립
2024-10-21,74.76447713132987,37.00726532110623,53.30146641176313,25.396070364894683,37.607324143653884,48.1,중립
2024-10-22,72.62050723817539,30.496723643520202,47.722366909032,22.438938220860745,35.9457845858,44.1,중립
2024-10-23,71.4041222397259,36.14112612165392,52.43740554060923,20.501507948005425,51.25125317744223,48.1,중립
2024-10-24,70.95356078057765,32.52715190787618,49.40654525711861,20.887356140281597,54.016474150510426,47.0,중립
2024-10-25,72.63206413769363,33.04014188960457,49.77174511398415,26.97114823034692,52.88537064820318,48.4,중립
2024-10-28,73.12516455475124,38.68610228114825,54.52587107629074,31.20168070920302,50.45868652979086,51.1,중립
2024-10-29,84.47118591755377,39.749187946039754,55.401395441589315,31.5762545096753,55.50699200422159,55.2,중립
2024-10-30,84.24085312897321,35.1187715314422,51.486890817780996,35.626031259338184,48.84284955202836,52.8,중립
2024-10-31,87.80026262553798,27.967435137303887,45.350179893270095,37.38777126427877,42.37903214762729,50.0,중립
2024-11-01,89.6186263038884,25.40879576724826,43.10194190794734,32.72659700434741,34.12078947444057,47.4,중립
2024-11-04,84.53041228911599,34.59048486421795,50.70104441188493,34.47152352404535,42.364732683922824,51.4,중립
2024-11-05,88.11327017358849,32.40002547135305,48.72992047598975,32.933692835266086,44.02736172581307,51.4,중립
2024-11-06,88.26758831022501,29.98538229507523,46.55014502514207,33.06482010884527,42.175046393335386,50.2,중립
2024-11-07,88.34662565932497,30.381216657111064,46.73272505167528,36.407066649388796,44.75430161921116,51.2,중립
2024-11-08,88.33926109499295,29.8744597849517,46.16536169911274,41.27315056117308,41.912708021703,51.3,중립
2024-11-11,88.70374077722043,24.418809568752682,41.357421000404806,46.39234831971515,42.65833152746812,49.9,중립
2024-11-12,84.77457746138703,14.152470834650885,30.690584407520554,42.60496495709701,29.540250192248777,41.7,중립
2024-11-13,77.78797774948674,1.6170081096017812,13.490681570216651,42.31939772545251,25.379153678687103,32.7,공포
2024-11-14,77.67090231723917,2.412022485467062,9.659474692250994,40.17128669670748,25.27592433090507,31.8,공포
2024-11-15,77.64156288502429,2.460849332290313,2.686703028136327,38.70326704334802,17.97398111351879,29.1,공포
2024-11-18,70.82773463075662,13.202510988557664,13.394459857928897,55.484011311725034,28.883746532028738,36.3,공포
2024-11-19,72.08520298392712,14.188084398769318,13.985095903251052,45.480982407647346,31.597338224416035,35.9,공포
2024-11-20,73.75069282387537,16.601647566717006,16.10574768584932,38.98261429491307,37.84156782808034,37.3,공포
2024-11-21,74.04068056292694,16.659063711150786,15.765265733645975,32.80995827144777,39.41560556347656,36.7,공포
2024-11-22,72.89732752071862,21.094435070655884,19.992198957624517,30.010729388004126,33.48518022166704,37.0,공포
2024-11-25,72.25605476554169,27.973422380633156,24.75921155064211,31.816190163216124,42.579056980651536,41.2,중립
2024-11-26,72.23979481515471,25.49223428868843,21.81289429285453,32.13257267046998,42.48861447657191,40.0,공포
2024-11-27,72.58416674752897,22.32023640854586,18.166863989964554,32.774293759216114,39.853697552560085,38.3,공포
2024-11-28,74.65155520907334,22.97012492844333,18.506146865132227,30.222098241191325,40.63474611127125,38.7,공포
2024-11-29,70.8900804092231,13.631058451916525,8.229847940145438,25.44423233505073,38.19394872903219,32.3,공포
2024-12-02,75.94696645794059,13.675127482380661,7.92848612639702,19.215750976186545,44.858123224138225,33.6,공포
2024-12-03,70.87437055530573,22.99977273658921,17.54304452097261,15.914926336312831,66.38896278902988,39.3,공포
2024-12-04,69.14249779127238,16.03647829809557,9.934855012397666,22.247760849961693,57.84767714393159,35.3,공포
2024-12-05,68.68733754600369,11.95962235042802,5.266705462433709,26.711102570067464,54.06010892114126,33.3,공포
2024-12-06,68.5917651524772,9.56223570212775,2.381463238438064,32.14548199352442,42.40239107409718,31.2,공포
2024-12-09,62.72924251792108,0.0,0.0,38.98493259318001,33.32438939331573,26.5,공포
2024-12-10,58.568345579737525,11.52949309633575,10.78810175001863,47.34197568083609,41.53867751991554,33.0,공포
2024-12-11,64.34730501959487,16.686484996794366,15.436051138114676,45.94435231251152,45.280559735124484,37.0,공포
2024-12-12,61.93952664791097,24.702203766565365,22.898813909994047,49.62350983085515,47.739220050403134,40.8,중립
2024-12-13,61.87472906696783,27.44327205616819,25.223708552856117,48.58902173292641,45.04101697570311,41.4,중립
2024-12-16,66.19616182501588,26.767174024891233,24.189364103781266,46.18266089961942,46.01253174182776,41.9,중립
2024-12-17,64.38326894709746,20.949075373299927,18.13025923237631,43.978738064770155,44.338625730085376,38.2,공포
2024-12-18,63.23394440137477,26.710019735205883,23.333995696479448,39.12420647769307,47.67077857238784,40.2,중립
2024-12-19,59.5052698227552,17.73278447225745,14.196328116303608,34.58984444899937,47.69932372408303,34.5,공포
2024-12-20,59.075271003287476,12.095945993843221,8.208795262631586,35.13702081476026,44.58315246694743,31.4,공포
2024-12-23,58.27324701786486,20.023268376082893,15.341848379556161,33.47539878164148,43.641764466009974,34.2,공포
2024-12-24,58.40984902165848,20.233605982200583,15.061125998949418,29.30366040691666,47.21932771651449,34.2,공포
2024-12-26,58.60829036204747,18.59769693155868,13.016907739253389,26.7156203400188,48.5178658218492,33.2,공포
2024-12-27,57.94281340868259,14.252689794084247,8.32562876201568,21.754252703540086,47.22940540590563,30.1,공포
2024-12-30,61.130541309922116,13.78397377119838,7.330842111944891,13.768794940773056,55.4070109466739,30.6,공포
2025-01-02,61.12585962413042,14.233410015301978,7.227209878042386,11.584252306228237,46.88219141890798,29.1,공포
2025-01-03,61.388068737585144,23.210046019403727,15.324875323936975,11.761089677768803,49.908203221432665,33.5,공포
2025-01-06,59.642576357895294,32.88261262636764,24.12717556395162,12.924100059329167,50.992295727536145,37.5,공포
2025-01-07,60.60519639458206,34.00130559926311,24.779097291026726,16.156297001992623,49.63085623328236,38.5,공포
2025-01-08,60.10104198450759,40.129035344848184,30.233427812076535,19.27390748639295,54.67503191403064,42.2,중립
2025-01-09,69.97947955568037,40.76241030196865,30.39354490316159,21.928233539626177,60.43808903352304,46.1,중립
2025-01-10,75.22389906004545,40.085478621571646,29.240527057074544,22.40711740030119,55.39978873500036,46.3,중립
2025-01-13,74.38321399210287,35.46077577939586,24.300539917958965,30.976522421389348,60.00524700551756,46.0,중립
2025-01-14,77.35719403890673,37.57967734575119,25.77760973379441,33.05772612406982,69.10313991057407,49.2,중립
2025-01-15,77.646719479155,38.03240402151187,25.666479917057416,38.840338952647244,63.24955640215288,49.4,중립
2025-01-16,75.94092255856116,44.68745688203698,31.446748302924426,40.957394489493204,68.42666092841706,52.9,중립
2025-01-17,78.39577755563468,44.4242131048794,30.704441604869103,44.141385140523816,70.49074452019536,54.0,중립
2025-01-20,79.69636531110758,44.259591022095705,30.045022294959505,39.67684021543986,77.75431873086033,54.6,중립
2025-01-21,85.81110539342919,44.400823036396616,29.664439470587855,44.07836153161176,78.9943174625165,56.9,중립
2025-01-22,88.1687875736088,50.65551113106442,35.13385715218805,45.829955653044685,81.79916054828524,60.9,탐욕
2025-01-23,87.67821517475656,44.841112480603186,29.185882097520093,49.08847633383509,66.60802604877973,56.3,중립
2025-01-24,87.05389657203807,49.50555687046025,33.200814706669725,51.80779577542278,62.280767286482345,57.9,중립
2025-01-31,86.26189060347711,46.00953346162016,29.540108388369273,51.05663156399416,55.958524167754675,55.0,중립
2025-02-03,78.13847349538824,33.8173214783395,17.591399214547703,47.664015541581755,36.390510862159125,44.1,중립
2025-02-04,77.02989732425107,39.80178754524556,22.81776641947642,43.14745546526792,42.646572954747185,46.6,중립
2025-02-05,76.03793322570476,45.645323445665476,28.014005300745065,37.546236146904924,48.89612158435221,49.0,중립
2025-02-06,78.2536781846488,51.466215641844556,33.191385231325725,33.55878705895615,57.96777767884525,52.8,중립
2025-02-07,81.86657441185572,48.877636140683265,30.397316693299185,31.780712284913964,54.04460445561301,51.6,중립
2025-02-10,81.86175731118766,49.09187002204732,30.2748715061494,28.274823844272063,54.03389846886762,51.1,중립
2025-02-11,83.00901912006115,53.035338323512505,33.62472712018303,26.93019529847242,51.99118914572728,52.6,중립
2025-02-12,82.86252712014534,55.28254951527289,35.38440521169402,27.311907654087147,54.20045809367636,53.8,중립
2025-02-13,80.76174825424809,62.43247451877533,41.93715461671712,30.819581573806932,59.65253141919716,57.8,중립
2025-02-14,82.80710406708813,63.77339575586941,43.42181401026847,33.464148310641974,60.969886270275346,59.5,중립
2025-02-17,82.41626436581282,67.52433960534074,47.07120495815612,33.053575340849726,59.80316757122654,60.8,탐욕
2025-02-18,82.30557930341462,70.72367076674765,50.159197142271005,33.050922609911666,68.07260003472092,63.5,탐욕
2025-02-19,80.72204985645733,79.5200929604191,58.582800452982795,34.19647904248369,70.3271046972261,67.5,탐욕
2025-02-20,79.80361084841736,75.90064446498204,55.293247483710005,29.57477016644682,70.74768169905964,65.0,탐욕
2025-02-21,79.94160274442059,75.94438165879566,55.39122203240612,28.061472619395,87.64026107866712,67.4,탐욕
2025-02-24,79.59391953485886,74.03396245209721,53.63715562866083,32.862754602280184,82.96920884605998,66.5,탐욕
2025-02-25,79.98738020439114,71.04770411902857,50.814844662043,33.72185049284121,75.69645608309159,64.3,탐욕
2025-02-26,82.85437710309787,73.31134226617971,52.84963344639504,31.394990041796405,73.8437076338561,65.4,탐욕
2025-02-27,82.17146865641936,69.51165667836572,49.20585418627307,31.564436610994907,72.35234694613843,63.3,탐욕
2025-02-28,67.86324522919956,51.89067379568454,32.443420848064015,34.66980720579255,51.84674214238541,49.4,중립
2025-03-04,75.89817704599645,51.38974636175242,31.716155313118378,33.48048799288052,48.298659773777885,50.4,중립
2025-03-05,75.8367899663842,57.50931316952085,37.21947310851624,37.272052034958385,51.53346878750071,54.1,중립
2025-03-06,76.62397794902827,61.34376459348185,40.61643010182913,42.105065755601245,48.83488976230339,56.3,중립
2025-03-07,77.45933147897314,59.00881632250024,38.22746102406862,42.87684009894967,45.4896350313653,55.0,중립
2025-03-10,77.9879124788517,60.59482611095272,39.529326588268624,38.627851893839704,43.17290196323361,54.8,중립
2025-03-11,75.67252047289821,54.231395481340286,33.35154831985148,36.292759253264265,35.59130219448295,49.9,중립
2025-03-12,73.72907256455778,61.87974468781905,40.36399614725437,32.09358128374325,33.994305429723454,51.9,중립
2025-03-13,73.82518306815292,61.80645314937817,40.141644518898964,27.382957224654763,35.93069414344497,51.4,중립
2025-03-14,75.98487849442502,60.52485672510864,38.77009283203483,23.65581189278142,34.922746333423746,50.7,중립
2025-03-17,72.45863205316765,69.56195424269889,47.12207812757298,23.168637822734595,44.72188146070179,55.1,중립
2025-03-18,73.08058434641146,69.84261313875805,47.4329748292805,26.413759700051916,47.14399918580884,56.3,중립
2025-03-19,73.08753716025294,73.03989256625181,50.5002221676386,31.854029300290556,48.04992009089708,58.6,중립
2025-03-20,76.64592420186275,74.59557279040405,52.09789727299573,33.08795810800622,52.484882976453015,61.1,탐욕
2025-03-21,77.04401793344084,75.63197784608661,53.23394206346359,37.024659267511105,74.42130867823563,65.5,탐욕
2025-03-24,76.8481874816678,73.21961748620933,51.1502120022042,36.88265350307439,72.12296195296456,64.1,탐욕
2025-03-25,76.54618866057473,69.77108696320533,48.086736453983704,34.34536432415786,63.09846161352059,60.8,탐욕
2025-03-26,75.44813955860016,75.3203053888295,53.386561571714154,29.629706605701617,64.71693332329683,62.5,탐욕
2025-03-27,73.32605504443478,67.85418952973026,46.45511523738819,28.09170600134862,58.58329062609767,57.6,중립
2025-03-28,69.99819995223525,57.98390695286816,37.19123067992497,28.53902121891167,47.90831841655864,50.9,중립
2025-03-31,72.82566759838323,42.672956669117546,22.71040839287702,30.372159030734363,41.711653742585554,44.2,중립
2025-04-01,69.55008278264062,50.9195137818844,30.297456249534278,30.9794754644141,42.22876857674078,47.2,중립
2025-04-02,70.86404201242989,47.988627778909745,27.371559046454657,31.568654690789405,40.53668599601596,46.0,중립
2025-04-03,71.21833144620881,44.29722139758018,23.761679900130357,34.69871336410857,39.235085607806184,44.7,중립
2025-04-04,70.79782823381949,40.3269221032046,19.752404976187123,38.94179554871509,29.064656773888473,41.9,중립
2025-04-07,44.7037959880601,13.153522269105364,0.0,43.919747586452694,20.556588298510718,24.1,공포
2025-04-08,44.873673259005784,14.765302391904608,1.0707675980409794,45.50985264851153,18.83236990633857,24.8,공포
2025-04-09,46.73865511193971,6.927352781267801,0.0,48.06804123023773,15.954080256921287,23.0,공포
2025-04-10,12.270523414948045,38.180827872233124,25.325871383490433,51.09157795357619,34.75563743064542,30.6,공포
2025-04-11,12.228204886894375,36.67233343369629,23.261103565191636,42.56194045388299,34.68727871193845,28.5,공포
2025-04-14,13.741972440376188,41.74609141591223,27.13794054269345,38.510149862003146,37.8450486934364,30.8,공포
2025-04-15,13.015382569394674,46.451262711712815,30.73871260940165,38.56188929280429,37.21418725165768,32.4,공포
2025-04-16,12.998520441793175,40.41564310757178,25.722403210817102,36.60548766875989,37.60745704843604,29.6,공포
2025-04-17,12.288365849817481,46.011491189841884,29.567458818002635,33.87050469865452,42.91767580774396,32.0,공포
2025-04-18,12.046022926421543,49.02124672194152,31.744319284306417,36.25484221352839,50.20742136924527,34.6,공포
2025-04-21,11.924534078749787,50.28648147377853,32.580929135305716,34.3588370825725,46.824375962657705,34.2,공포
2025-04-22,11.992757954711564,50.11427955634192,32.28309112633912,30.836519023119006,48.09836537588239,33.8,공포
2025-04-23,11.085892599912569,58.49461742149359,38.79528998457909,28.738157789984875,53.700114324608435,37.5,공포
2025-04-24,11.981635526218142,57.94921756394509,38.25484328884078,22.162668437242395,55.61166320006163,36.8,공포
2025-04-25,13.35745763072994,63.08322643749476,42.26554601252055,21.524995137132855,77.69030579856772,42.4,중립
2025-04-28,19.323855135081075,63.714476797883734,42.69390006025388,21.840591618734596,77.49198655304511,44.2,중립
2025-04-29,20.58828609612621,67.2602520971512,45.46472084069486,24.67666839110191,87.08170158720004,47.8,중립
2025-04-30,20.799436985478323,65.43423579499978,43.990645329302794,23.53707777382862,74.91849429596414,45.1,중립
2025-05-02,21.338894197857428,66.20105731205241,44.52271775651304,29.499627533957806,79.59665046793594,47.2,중립
2025-05-07,21.994621695349593,69.25542391041549,46.866900193016676,34.084420094143056,78.68723923931535,49.1,중립
2025-05-08,48.374188558814744,70.48781466951965,47.81727754572657,35.51678360226891,76.90732371631911,56.1,중립
2025-05-09,48.11903793060619,69.98120647886118,47.44750252759935,34.38511087679881,90.09893823485503,57.7,중립
2025-05-12,52.548806183681734,76.25675762891937,52.47721075582879,34.27199567187394,90.5137825963207,61.4,탐욕
2025-05-13,99.72404807586508,76.45410866044297,52.6595655592888,31.492908502512982,89.79381827904172,72.8,탐욕
2025-05-14,99.76433182034609,83.17301159570056,58.03899141126849,27.02516552624019,91.29807838859783,75.1,탐욕
2025-05-15,97.95647872272872,78.98898797698031,54.82474289974366,24.261311903029277,83.40618174245323,71.4,탐욕
2025-05-16,98.58726112573835,80.04917084970637,55.74668858954851,21.888815862720378,80.11067122548138,71.1,탐욕
2025-05-19,100.0,74.99424215613524,51.822955708289506,20.870539856444058,71.51498270478955,68.0,탐욕
2025-05-20,100.0,74.52716070629343,51.55191535861273,22.799235008543913,66.70684242089297,67.4,탐욕
2025-05-21,99.24358681797034,79.32303218836795,55.53083671197623,22.730248633505383,70.47836394655795,69.7,탐욕
2025-05-22,94.938451020681,72.24262214507849,50.19156649884088,23.75579936221406,56.96946042576156,63.9,탐욕
2025-05-23,94.949637870669,71.60554644779143,49.92722556398656,25.918776904575886,59.07695228863167,64.4,탐욕
2025-05-26,92.32943841912304,82.29036647370683,58.67980677907249,29.101185391483437,67.29769065982003,69.9,탐욕
2025-05-27,92.11021939687399,80.47193121157494,57.47844647106282,24.838431289855244,63.33809826018554,67.9,탐욕
2025-05-28,91.2035271925263,87.08927209790312,62.98834751171887,25.88671171962536,67.10819441347783,71.1,탐욕
2025-05-29,87.00201750442348,97.33844000403556,71.43643215310614,28.746059093093308,72.88281288357663,75.6,탐욕
2025-05-30,85.1990990473291,92.09071242958315,67.59305139962622,31.775331241897643,64.75274935571943,72.3,탐욕
2025-06-02,85.69234063589656,92.00927473269623,67.81057813090412,31.245557286050875,64.77693145589586,72.4,탐욕
2025-06-04,78.09195061596806,100.0,79.83602773721137,37.53948824845885,68.81917179363828,76.4,탐욕
2025-06-05,76.64193537210097,100.0,86.73135959313309,42.31895988184878,75.90122683843377,79.2,탐욕
2025-06-09,75.26728444469342,100.0,94.0466712282601,44.5792200097679,78.16745439185333,81.0,극도의 탐욕
2025-06-10,75.74727590909157,100.0,96.73722158110274,43.80938692729043,83.64210714412476,82.4,극도의 탐욕
2025-06-11,75.65080073198475,100.0,100.0,46.20523035815714,85.28624673388647,83.6,극도의 탐욕
2025-06-12,75.9764063647907,100.0,100.0,50.43944066971222,84.90979243431622,84.3,극도의 탐욕
2025-06-13,74.19826175008009,95.48010105083763,95.94304776397729,56.4235164051874,86.23901974388222,83.0,극도의 탐욕
2025-06-16,74.16243523652389,100.0,100.0,58.05958587190921,88.06934233096929,85.5,극도의 탐욕
2025-06-17,74.07203467669213,99.84206377519878,100.0,64.18258080434246,86.67693530814414,86.1,극도의 탐욕
2025-06-18,76.9778534378642,100.0,100.0,66.39764518021875,88.79394242704419,87.5,극도의 탐욕
2025-06-19,77.37493392159448,99.97513295614505,100.0,59.41637742640443,88.03514273793833,86.5,극도의 탐욕
2025-06-20,76.63922324773804,100.0,100.0,47.050184065462446,87.84302755017656,84.4,극도의 탐욕
2025-06-23,80.42809618242322,98.23539884097518,98.98781610629071,42.55246597848662,91.42692224931632,84.6,극도의 탐욕
2025-06-24,75.54290006426848,100.0,100.0,32.72283496357196,93.02893676319869,82.7,극도의 탐욕
2025-06-25,76.58958572949314,99.83841581460906,100.0,32.788667120555175,91.86539154774275,82.8,극도의 탐욕
2025-06-26,74.29489442088253,95.52643434924957,96.47781723817639,32.60033082414132,84.2566325034406,79.3,탐욕
2025-06-27,71.88924753419275,91.85514227492133,93.57804242121065,30.29819522745807,77.02441867057274,75.8,탐욕
2025-06-30,73.72581227948608,93.13512738876271,95.51285413576383,26.396449826356623,77.00454526560674,76.3,탐욕
2025-07-01,76.51947151707017,94.60527142934438,97.71651874761906,26.056482836009426,75.88081338216284,77.6,탐욕
2025-07-02,75.34880489239039,91.99700958137119,95.92536499703122,25.34853164513762,71.87280627123116,75.6,탐욕
2025-07-03,80.12014233352886,96.32997076804519,100.0,26.881793516740583,79.93732102792458,80.1,극도의 탐욕
2025-07-04,73.32854071292229,87.91631387194204,92.46386507133492,30.225714269482268,64.1553215238521,73.0,탐욕
2025-07-07,74.95568441430319,87.83309241978137,93.09480723734413,28.787511681838634,64.3008643970009,73.3,탐욕
2025-07-08,72.48971828835535,93.87045388116833,99.8395190379334,31.37527556384602,67.18840296839423,76.3,탐욕
2025-07-09,73.26476211165067,95.3308913797605,100.0,28.845563019488335,68.2021834324853,76.7,탐욕
2025-07-10,71.63068892561361,100.0,100.0,30.741796634803514,68.59716591786957,77.8,탐욕
2025-07-11,73.16312136969603,98.22762311877395,99.1613592917828,32.058128846847474,68.58296538770284,77.8,탐욕
2025-07-14,75.23688343859436,100.0,100.0,35.72868577699842,63.25691586227224,78.7,탐욕
2025-07-15,75.3541514615043,100.0,100.0,30.93810502347374,64.09292176217537,78.1,탐욕
