Date,volatility,momentum,price_strength,volume,breadth,safe_haven,sentiment_index,grade
2024-03-06,57.1308505258021,80.46620493012333,86.47111155434469,18.89085407138546,53.685853645347656,58.36049172550331,59.2,중립
2024-03-07,60.87674360055924,81.89992175173042,87.94448929618552,22.820566955712046,59.302854543770934,64.88280913368186,63.0,탐욕
2024-03-08,58.337726243317,89.21777235710641,94.32999146524936,18.85484968179849,58.31499052529556,77.50325483526335,66.1,탐욕
2024-03-11,60.124098262761606,84.31692748908503,90.43566510090272,19.86117218072852,34.52961915385998,59.37877347965227,58.1,중립
2024-03-12,58.37849597962809,88.93137743327215,94.05517144873532,16.49805867084284,55.21744367220077,60.95927352992337,62.3,탐욕
2024-03-13,61.955240660135104,90.78860966022026,93.89193050352269,26.92661973857282,62.12695682395098,49.92375558796544,64.3,탐욕
2024-03-14,65.43460939329954,94.1464670805361,93.71817758218951,39.77453006928132,66.95420414049487,69.57909530252815,71.6,탐욕
2024-03-15,49.481177718012184,84.46238700469655,81.91563011304892,54.54529410253802,43.222377474561505,59.210166612523274,62.1,탐욕
2024-03-18,53.900972332033895,88.33952968528938,87.02342401650482,61.576039414565884,57.914543232469605,51.617566440825634,66.7,탐욕
2024-03-19,54.34482101375514,80.83739246138302,77.95820534358634,81.15629223204068,54.67000749090778,32.90424747378935,63.6,탐욕
2024-03-20,50.92537440792416,88.51222786244396,87.79552884908138,91.72448534973354,56.671777031492084,51.30701742699759,71.2,탐욕
2024-03-21,33.44817890072818,96.62864749635716,93.2244869462987,95.7222483483038,75.4608493926316,75.93158861154917,78.4,탐욕
2024-03-22,33.08764450515616,95.82063070486288,92.16416445939718,93.03805100653655,66.64723410268353,69.04547832795906,75.0,탐욕
2024-03-25,32.14359912226065,94.42032390980638,90.09531948430845,94.65641772425178,71.57342929764127,62.004956849669234,74.1,탐욕
2024-03-26,33.90952971806176,96.02576053286974,92.90511322286582,85.1256379736592,77.86837171855827,82.90818212342286,78.1,탐욕
2024-03-27,37.165737275483636,95.53854887053778,92.46273682515263,70.88471646507818,75.97860370257175,84.72061522700962,76.1,탐욕
2024-03-28,38.405587332270464,94.24260131512816,90.76086213473371,31.58220219497605,65.0826834376537,73.81371932848516,65.6,탐욕
2024-03-29,39.37126314892138,93.93284234017815,90.77049321629708,30.279575014563143,73.43445566754036,76.82848019275646,67.4,탐욕
2024-04-01,42.97895707518984,93.67186082295585,90.83721784416319,22.75644814126106,68.05813856821324,66.27908719174438,64.1,탐욕
2024-04-02,47.30661370305873,93.881902583566,91.61261899477165,35.00173656231068,66.05739319610157,82.46211533475545,69.4,탐욕
2024-04-03,36.38118719775258,85.69362238857504,80.44634828384532,41.41889558825741,36.996824932326724,74.10863570030976,59.2,중립
2024-04-04,32.45131898487712,91.5243279385584,89.2794615608897,46.82632309014322,71.24557959418547,81.02278035194325,68.7,탐욕
2024-04-05,32.32900806844296,85.8335781314531,82.18544529490526,55.02022836777434,52.53884011722649,63.04569056678846,61.8,탐욕
2024-04-08,34.57877183591039,85.87359119515416,82.9917098190285,69.69488748794855,67.62665212272526,75.19920241264069,69.3,탐욕
2024-04-09,35.44047489427825,82.28607119553686,78.99489396069691,53.99951425750626,48.358811884950036,64.08781378597077,60.5,탐욕
2024-04-11,35.9681177677992,82.02585301476776,79.38424604914711,45.28232835580961,16.054124299997113,66.50617371232474,54.2,중립
2024-04-12,36.25030351806626,74.3936128231767,70.1790846245427,51.21105386175753,11.744116242067859,38.60766769488119,47.1,중립
2024-04-15,47.937128856566304,70.23367417596317,65.36268457002423,46.43076399970386,11.838778365653384,53.9410398972848,49.3,중립
2024-04-16,33.52128255417898,47.597926451226954,38.22061759382141,38.25857612674441,2.403980755817909,26.509117575222252,31.1,공포
2024-04-17,34.281395880505045,37.70882125160904,27.61552213543952,39.67414659450411,2.00607512399346,25.409600660596688,27.8,공포
2024-04-18,27.68506732262186,56.29867558977292,49.15379572807292,37.53713716125947,11.140028535610991,26.22986857563091,34.7,공포
2024-04-19,42.23822375092865,39.82703122404325,30.372647669318376,68.3181592851881,7.4029354427515734,6.190313646551555,32.4,공포
2024-04-22,32.98719883809956,53.57481590072931,46.64524413967215,55.25581741834705,14.92670520382306,19.60858962833796,37.2,공포
2024-04-23,33.24300590139502,50.52136153741746,43.70361628203614,42.160845504200644,13.185144608987736,17.32375277578719,33.4,공포
2024-04-24,22.913069847056207,69.09389697694851,67.12840027193185,36.13675382067175,36.14903190264071,28.593779635006673,43.3,중립
2024-04-25,17.959007259296797,51.218138767095475,46.13649190864052,26.143432183351717,17.331103227793264,19.379737427284933,29.7,공포
2024-04-26,15.434199796644293,61.012109592182014,58.68574040559202,4.812301131675105,29.884036064008747,30.193961501469524,33.3,공포
2024-04-29,13.046005410415034,70.99821929061419,71.66593665342856,7.410884240174117,38.09521055321255,39.35396783864364,40.1,중립
2024-04-30,13.162031708530762,71.59119950440986,73.32064100801236,8.273158081824361,42.87766101514286,38.98563240947725,41.4,중립
2024-05-02,13.424036472308813,67.81629404941282,69.95412211121842,12.689417638877442,40.34255432280848,28.081045753378593,38.7,공포
2024-05-03,17.746436639247293,64.24198918054984,66.9810779577841,17.579310883828974,45.43108966865977,39.2129003540371,41.9,중립
2024-05-07,13.023381092456717,81.2783520203746,86.24482864623252,23.755601795869456,63.54925210698945,40.265330875507566,51.4,중립
2024-05-08,14.632829036699547,83.0062410956408,88.56243760217603,24.597481178055506,82.1858309939961,59.89679666162119,58.8,중립
2024-05-09,12.61656060368837,72.80007758714258,79.42832644259519,25.543523391274835,80.14890411938538,41.89974506459077,52.1,중립
2024-05-10,12.712456397150149,76.89645188429218,83.90231292383501,50.02756911582323,74.25493716151908,51.07535070337903,58.1,중립
2024-05-13,12.896796952848717,76.00517990113926,83.59988007041352,80.03155440251662,86.71274684343508,43.20075566623643,63.7,탐욕
2024-05-14,14.537773123362967,76.13691651080568,84.29025896802938,73.31792304079048,81.62573486201099,59.50713137250626,64.9,탐욕
2024-05-16,14.4385208881626,81.54212220079786,89.50285161100923,82.13912295199397,86.75084323921469,63.124475563196114,69.6,탐욕
2024-05-17,23.092467470334938,72.55826847160195,82.24043627814245,91.6387447115153,65.05305699863317,73.09743707602694,67.9,탐욕
2024-05-20,26.477232395588118,76.9684912793942,86.74667566481165,88.65411906339742,87.73984061148883,88.19964139694494,75.8,탐욕
2024-05-21,32.26007205402263,70.61887630191805,81.71501540779913,82.4777621582007,74.84155299028944,71.4596489707835,68.9,탐욕
2024-05-22,42.56452300279092,69.67557271765209,81.31628473525151,90.91787649275054,63.56386509456772,82.74045438114412,71.8,탐욕
2024-05-23,47.691791916510894,68.41285619845287,80.62788552941367,84.36179244503096,60.3541968470522,64.0773422175189,67.6,탐욕
2024-05-24,41.714007265884455,55.42136667408967,68.19314895545826,76.13403204509683,46.030702340277195,59.585763632591174,57.8,중립
2024-05-27,49.293433500273075,67.44580278275487,80.68294516054203,66.92332670475517,63.921481639475445,45.59062906556336,62.3,탐욕
2024-05-28,62.724939332322435,66.7246630904539,80.45165349518545,49.518654907934554,37.51251847589002,60.86609279482153,59.6,중립
2024-05-29,54.332463287328906,49.53355697996506,63.27326482720369,44.142340095612845,16.66344461117342,33.99411977588337,43.7,중립
2024-05-30,51.0957751926661,33.928277885713,44.59375815847976,40.12295335193195,15.006243631713062,12.263657859545136,32.8,공포
2024-05-31,51.460197776819996,34.053210450259506,45.05323254390217,48.84297228367699,10.505531214223968,15.023761000501645,34.2,공포
2024-06-03,40.73816351464781,50.529145714247505,65.33340857219346,62.298611254013856,27.534371381438177,30.99920374366295,46.2,중립
2024-06-04,39.30084953204893,42.579845610149405,56.46390292420585,82.26180298460652,21.321044628865803,22.387706894332236,44.1,중립
2024-06-05,52.29312261528443,52.51084366830031,68.11011587105963,96.75820105177942,23.166528485415956,17.130348908003324,51.7,중립
2024-06-07,47.25812928969631,64.2432393547275,79.98169412795933,99.5356036052077,44.62324844472836,20.456048602228815,59.3,중립
2024-06-10,50.342381223975636,55.88565477528141,72.41107163899763,98.70264362051867,30.955488590586892,27.34719564471819,55.9,중립
2024-06-11,51.756710773042435,57.000746404769046,73.88231047931603,95.22669452640542,38.53325444905642,25.249050756491055,56.9,중립
2024-06-12,49.28205697705086,64.73503750087232,81.40458868810518,86.03340632497437,47.74254729894598,29.20135276950917,59.7,중립
2024-06-13,46.302441562030026,73.01686115237892,88.2150807078872,66.97879900473464,57.52114631198785,36.333185549947366,61.4,탐욕
2024-06-14,48.78545546532822,73.53484666169263,88.568687985134,50.4471537459766,71.98929829706552,33.82441023195825,61.2,탐욕
2024-06-17,52.04146311832991,68.41391071599449,85.08396254024161,58.473219808976715,55.275721073202355,36.66873509574725,59.3,중립
2024-06-18,51.903711006777755,74.33768804408317,88.37658230105062,59.11808114988142,62.62716068008633,32.86167332083523,61.5,탐욕
2024-06-19,49.57258729325237,83.01181791050645,88.27747917862256,69.32416667554477,87.34883242510615,52.61908778372574,71.7,탐욕
2024-06-20,49.739989685668064,84.93695906086313,88.22418386075722,67.87617757379269,96.9140221757944,60.83834779297707,74.8,탐욕
2024-06-21,46.67322399010765,78.65964697523151,82.9483592808932,61.70808231596756,92.95289214505459,51.233759618828024,69.0,탐욕
2024-06-24,51.48547364154151,72.45600222759735,77.58953786465976,59.32477683099206,80.84707479471173,54.01256216698604,66.0,탐욕
2024-06-25,56.9713978436976,75.06704981028136,80.41015845461568,68.94908394902465,89.70879738689663,45.240448248337486,69.4,탐욕
2024-06-26,56.19009685425439,79.70278842297967,84.91393950684902,56.98892170428466,88.2991165349865,55.24324807409948,70.2,탐욕
2024-06-27,68.74571261243321,77.15430437337417,82.96605071505536,26.16791367667445,77.80587649080107,69.7801073856917,67.1,탐욕
2024-06-28,80.71074181974397,80.58466859221218,86.20077347446451,21.043290230254968,90.1077482829638,83.77101733141026,73.7,탐욕
2024-07-01,81.05357052502002,81.8511091417327,87.52612608544783,15.194613166368448,90.28742444532844,87.4721597359169,73.9,탐욕
2024-07-02,84.60727362621022,74.82706022276376,81.95164743900571,9.541437493212745,74.1658033901669,64.81908961898111,65.0,탐욕
2024-07-03,87.3016935009225,78.29582983833231,85.14423095940973,6.052122055558782,68.91023073102711,81.15112693062491,67.8,탐욕
2024-07-04,86.95671758034135,85.6333701389625,87.96471366258106,9.53891253005892,78.26341865280267,81.89954402938422,71.7,탐욕
2024-07-05,86.46687548760485,91.94027443517716,87.86230484847354,4.6178749590534816,90.52047963472889,85.48948060427779,74.5,탐욕
2024-07-08,89.1159083443181,90.8454648551444,86.92890646513702,4.2954391587332985,86.03725383031654,84.42234024709691,73.6,탐욕
2024-07-09,89.18179351639996,91.80307525219153,87.64068121925403,3.0881591503801786,80.70628975883861,85.1795642686942,72.9,탐욕
2024-07-10,89.88332985915034,91.38581041390182,87.49904174535752,6.7173397582998895,77.72905295019653,82.70191332636952,72.7,탐욕
2024-07-11,90.42477292065674,93.92919540704575,87.37364590672635,11.758952844432253,92.4278581959336,86.24924281469661,77.0,탐욕
2024-07-12,84.97431748057456,88.42919116148265,80.24024695073689,16.619559340765306,86.9309340569724,71.72758907370606,71.5,탐욕
2024-07-15,86.52821554066243,88.5574877270962,81.11068956989622,19.336405212398244,85.6883771662446,82.08413976149252,73.9,탐욕
2024-07-16,87.33849735185778,88.87055054027275,82.20205496828473,37.090215795127214,82.76566126065642,73.0096492843817,75.2,탐욕
2024-07-17,88.14873183373186,83.54854262648757,76.61647748634441,47.751802203107644,74.65140884231081,54.33865585706628,70.8,탐욕
2024-07-18,86.94860116477344,77.97465747157875,71.30116396601336,71.03877457949045,57.82534704496904,38.35450432666161,67.2,탐욕
2024-07-19,85.90081190721642,68.30109658663667,62.34926933461693,77.58627356076454,39.06288335877208,37.964455256280075,61.9,탐욕
2024-07-22,83.29997264609874,56.11456182392549,51.75750662007644,83.29434198000953,35.319502483127174,33.046435402298776,57.1,중립
2024-07-23,83.17569129693257,59.05070597594278,55.443377201000175,67.60810507671582,34.18663783831558,33.821018974017456,55.5,중립
2024-07-24,83.63823504281348,52.54813069501074,50.26870000464949,60.711452252563404,15.485440016820052,16.903787712517705,46.6,중립
2024-07-25,74.26926012832939,34.590017744537846,34.555185753910195,34.337892017529285,2.230994316591531,6.701340093191082,31.1,공포
2024-07-26,72.61095250147928,41.503054268636404,41.601352422661925,47.08783767018097,5.657880750650238,9.42801096472704,36.3,공포
2024-07-29,66.29329557923867,53.08115627942137,53.10583686173752,46.36298405632851,11.381230769872019,10.257188684897118,40.1,중립
2024-07-30,65.33567212401493,42.31326795863085,43.95269883032945,47.02067997486641,8.440141394968837,10.921302543409423,36.3,공포
2024-07-31,60.4198399406812,53.474943481623974,55.11019850422183,50.97084345234033,10.623498809004705,18.710535981384634,41.6,중립
2024-08-01,65.47334007883248,55.278128170282734,57.577197962972434,53.06878465242384,17.820724187330967,11.269217667390741,43.4,중립
2024-08-02,31.007498638137463,20.734608277114308,25.03118759778229,50.57894866392726,6.3613419283769765,0.23203539236552576,22.3,공포
2024-08-05,0.001371685893701624,0.17249992014069068,0.4113658170989641,73.5874204884313,1.552482347288071,5.433764105549129e-06,12.6,극도의 공포
2024-08-06,0.00024119346872453207,1.5466936560731301,2.649281958574331,84.69295206116587,6.534033782717799,0.003255791607546959,15.9,극도의 공포
2024-08-07,0.00026505396456855124,4.286940118393507,6.296025279467275,78.73132189770413,12.089226108821139,0.02516122478490779,16.9,극도의 공포
2024-08-08,0.0008492306458407484,3.5859234773346538,5.341925446101842,79.08686149866858,13.278456586618598,0.007924760827154093,16.9,극도의 공포
2024-08-09,0.0012406937838989052,6.625980529444968,9.07822722938269,72.59439128716198,20.333084203702807,0.17216318522775537,18.1,극도의 공포
2024-08-12,0.0018706246317776731,10.959085129980355,14.05757856329563,27.444054427917337,23.503575371911666,0.37791143789067266,12.7,극도의 공포
2024-08-13,0.0035576566687893774,11.687731068454893,14.852765748332308,17.433510273432944,25.823232533954087,0.48590083808314366,11.7,극도의 공포
2024-08-14,0.0053213655256456605,16.37559052031327,19.92647896202449,11.104959992291263,36.22880863935619,1.343981179952337,14.2,극도의 공포
2024-08-16,0.005259660067977734,30.37804347432592,34.449052548537075,8.568454286546284,41.88466882260907,7.149729055333581,20.4,공포
2024-08-19,0.008996864420865336,23.694606624865965,27.852188681339886,5.8190874653175895,32.55260120672676,7.479189829441409,16.2,극도의 공포
2024-08-20,0.014188508315498893,30.16135839189358,34.51295675287267,15.75005731289817,40.55343970167078,18.2769808749368,23.2,공포
2024-08-21,0.02157416967922643,31.634852851848937,36.04443271087433,18.963519602728855,35.467196737862615,16.260965068830636,23.1,공포
2024-08-22,0.03134036830124387,33.704418020967964,38.23506973665086,30.087104442384327,35.41979258515581,23.951878666054743,26.9,공포
2024-08-23,0.05527347019742024,31.782291283499887,36.464216479328854,27.077199502896853,53.135153637449804,39.64724437851079,31.4,공포
2024-08-26,0.07657887424265652,30.63454300745648,35.41289011907512,25.07636564672634,98.57527286180434,30.132663550923066,36.7,공포
2024-08-27,0.11165633586777801,27.95806141020912,32.77377735654804,11.137879430772319,96.17516259459362,,33.6,공포
2024-08-28,0.14817157704001716,28.0523514062477,32.983439371614494,5.880456320737545,93.59591709223515,26.86862539908824,31.3,공포
2024-08-29,0.1930572321432038,20.45622429052989,25.17764076562915,3.0329102765855995,88.69225748368282,27.771156569535265,27.6,공포
2024-08-30,0.22893334357786443,23.576166452353387,28.523160513877155,2.827566529611648,85.37155959467198,21.24962770968103,27.0,공포
2024-09-02,0.6358274321758017,25.371410087564904,30.488244568055773,2.537664403551119,79.7202243842005,27.163822989613696,27.7,공포
2024-09-03,55.97407298705979,21.039917965011785,25.93095811043581,6.474462220062345,68.72076266318174,60.672335527363444,39.8,공포
2024-09-04,50.74356476170817,6.345247492833875,9.105700068801697,20.973221938719405,19.95794527113235,97.53726788433475,34.1,공포
2024-09-05,56.93603013223111,5.970598964002353,8.554440177005706,34.42619749559571,3.8561321845842116,74.70587964906113,30.7,공포
2024-09-06,54.40273041126113,3.5535071822116295,5.347202449821679,52.37157957651144,3.5721270625681845,43.84516584112361,27.2,공포
2024-09-09,57.77170114014568,3.22503044915985,4.80112794408223,60.39989618225876,1.0814063195402517,48.38526191773437,29.3,공포
2024-09-10,61.081786468325134,2.7058401070679845,4.020508771826657,64.58880151727364,0.7958991086849186,28.835918888236513,27.0,공포
2024-09-11,61.30439431082439,2.394664283316291,3.5119698798942305,44.189225145600034,0.5393515561154908,14.752935186868788,21.1,공포
2024-09-12,50.80880691561542,7.215769130504189,9.260059076937727,8.595363022149133,7.745262554965776,34.719812268619116,19.7,극도의 공포
2024-09-13,60.371310211541264,7.913843410385512,9.89667979185978,7.936919699297556,8.984874699990181,26.908296258504873,20.3,공포
2024-09-19,61.01211422661906,8.862739276628284,10.856490884297187,17.53394925144341,11.500354348818004,15.060420863892665,20.8,공포
2024-09-20,62.34270476472793,10.94615342114551,13.023830661844665,36.71204810243409,15.201619670146044,24.348276003872797,27.1,공포
2024-09-23,62.148128720739685,12.570878139183861,14.702718644234558,45.35935650916708,24.0353307874274,21.747834129003074,30.1,공포
2024-09-24,59.040691815885374,18.6423676424745,20.95613805589307,92.78795121585303,31.30220801516705,29.42905312749656,42.0,중립
2024-09-25,56.290111626683945,12.119555995679338,13.963447241155219,95.42153326218828,20.49622937409475,17.370266819104145,35.9,공포
2024-09-26,39.25953679397034,29.591010294444786,31.498001785095433,92.46191167825401,49.87651618766055,41.42544015877532,47.4,중립
2024-09-27,38.60376612600106,23.88129994523939,25.73014973254393,81.95113594797512,71.61036024416198,37.798210525131296,46.6,중립
2024-09-30,32.414496240861396,12.250629909016459,13.74171306416066,81.53336353263909,53.34442216496529,16.38652639191337,34.9,공포
2024-10-02,32.05901740622643,8.062000732415253,9.166476629482295,79.01031353404223,53.35242061345233,11.973221153081393,32.3,공포
2024-10-04,32.46883750760257,9.445398124777283,10.437072030346716,69.20495590322884,58.45868445704575,14.30729551050795,32.4,공포
2024-10-07,28.58453621677026,16.738007011142198,17.604969031894118,68.88807865251248,71.95525205430968,27.930983213365558,38.6,공포
2024-10-08,28.760506537203497,13.986550239411615,14.707494504469294,54.620157554586726,70.0788282008185,25.573713502281038,34.6,공포
2024-10-10,44.17641648318871,15.1873727605503,15.721159444023701,82.23902650524325,56.54234409925238,62.123422362335624,46.0,중립
2024-10-11,44.40575426487155,14.985311177634742,15.42565987799287,90.53058453866554,54.55963960047576,66.48758520977015,47.7,중립
2024-10-14,46.22243260419287,20.8258009846847,20.91582232595581,89.06131170597666,60.45918215185988,84.97713682471549,53.7,중립
2024-10-15,46.759081197406935,23.393420200957504,23.287227229748513,91.59921066460699,59.602990261588054,85.88937363996476,55.1,중립
2024-10-16,45.656402364270335,18.141476408104023,18.204736478564286,95.39177125568673,49.304285494007374,82.56638813679801,51.5,중립
2024-10-17,46.29407846575572,17.931706577838785,17.93740017578344,74.44009757843776,39.19149049732014,88.25421159478172,47.3,중립
2024-10-18,54.944976631601484,14.833207653697722,14.921545938282316,36.72184096548092,45.38792916589825,67.69514622882875,39.1,공포
2024-10-21,54.75858115902837,17.06217915867681,16.99002856571606,21.561576933006886,20.193451003950674,72.07395523856788,33.8,공포
2024-10-22,51.34533701379131,10.867031522664977,11.090121589076146,14.148943966576939,17.398454293614492,60.28463803858736,27.5,공포
2024-10-23,49.40270807308219,16.023760759545354,16.008283260986623,10.460078660247934,48.820840493146925,65.6593090621734,34.4,공포
2024-10-24,48.70602303373648,12.585816240937575,12.832270662658935,11.332031943021043,55.204169690160754,47.67420339482613,31.4,공포
2024-10-25,51.49265088054852,13.04809838178575,13.27084650802614,27.12024837981599,52.28698792147281,35.802742952915054,32.2,공포
2024-10-28,52.326670815907086,18.79044827261681,18.757107131218547,42.49986366035039,46.22651520552595,66.96687040391181,40.9,중립
2024-10-29,69.99500459947006,19.99740353172011,19.933894694474972,44.205245648877835,58.18915998181888,40.842297201509076,42.2,중립
2024-10-30,69.60546792859425,14.908506416108708,15.199507736865897,60.546549494665804,42.05551141912834,,40.5,중립
2024-10-31,74.44518024404144,8.8787468634898,9.376279545350613,67.79398396420207,27.552101998298927,25.74468168644962,35.6,공포
2024-11-01,76.70112108995387,7.179254596375452,7.642731160855484,49.904364151379035,13.562178663264573,39.39793441935648,32.4,공포
2024-11-04,69.79028649394994,14.079487108946587,14.083358410412538,57.365012527974734,27.394581980235966,73.55336622906621,42.7,중립
2024-11-05,74.6224355058005,11.955200373438057,11.962038098924848,51.26994703607579,30.810305495141932,,36.1,공포
2024-11-06,74.73036292137712,9.865752962233715,9.857549215665728,51.85320868990504,26.957912144129416,59.970016942471624,38.9,공포
2024-11-07,74.71780823505094,9.887838079939426,9.68196574547086,65.29331940315306,32.30072305492825,33.267771480997055,37.5,공포
2024-11-08,74.59052328931864,9.246695195297432,8.90808831800487,81.49869064400579,26.256908770182392,35.729211732929045,39.4,공포
2024-11-11,74.94413600982975,5.700007968552083,5.462743322035428,92.21361078595052,27.709716949347364,23.277714735832866,38.2,공포
2024-11-12,69.46639321282434,2.2420446126934825,1.5579695598686885,0.5815963713251051,8.097951721291551,10.557377927327543,15.4,극도의 공포
2024-11-13,58.76997920316163,0.5256760921500245,0.13108187443757432,0.6036323704172872,4.901165126050415,2.2417071807977687,11.2,극도의 공포
2024-11-14,58.516825158508475,0.6021907926865433,0.0772946369880353,0.3670977373568718,4.913803738364659,2.2970278665824853,11.1,극도의 공포
2024-11-15,58.394558046674526,0.6369579217859515,0.02817554491320762,0.27559141572764645,1.8831764290270354,4.415741192069019,10.9,극도의 공포
2024-11-18,47.11907160115049,2.2765543006095172,0.20543636000770285,98.49776057144295,8.01411424664567,10.272367940253957,27.7,공포
2024-11-19,48.917664034341456,2.5999751229500654,0.2582517064702777,87.99968627488953,10.89195339584701,11.026245938215567,26.9,공포
2024-11-20,51.41509094081905,3.362150007782564,0.3889371724565928,70.25358943475204,19.72979357688866,10.854450948057115,26.0,공포
2024-11-21,51.65570951860739,3.4507647220380306,0.4117013568206005,46.93942003385888,22.606120600469463,11.945939702931685,22.8,공포
2024-11-22,49.515452578007846,5.217997303273306,0.7694935490525798,36.1194083498761,13.545872695284006,10.935677085298746,19.4,극도의 공포
2024-11-25,48.204661333576496,9.178169516957274,1.4298305624084522,42.759651572753086,29.03603390545284,24.08604828589474,25.8,공포
2024-11-26,47.93156317485705,7.595963557486349,1.0719458543766913,43.725987897305856,28.97934739864421,20.379211731159412,24.9,공포
2024-11-27,48.23788012818594,5.95425190405931,0.7541822878557812,46.00892476330595,24.014595317641767,7.165116014716548,22.0,공포
2024-11-28,51.49024983393095,6.407740026530521,0.8615672026017802,35.95100223216991,25.689663546083462,4.6074831165676775,20.8,공포
2024-11-29,44.85213976459055,2.857847132110007,0.2656037389925077,20.07055186796777,21.379773115320678,5.170524021160125,15.8,극도의 공포
2024-12-02,53.25128538318765,2.986225547770183,0.2977432275428562,7.2604381189097085,34.95326648678967,6.026995415927907,17.5,극도의 공포
2024-12-03,44.31010990277683,6.927258759459876,1.0614407210456378,3.817285198680392,82.04037096546453,6.841509942468546,24.2,공포
2024-12-04,41.13636711684987,3.951968907625373,0.48873020476215306,12.743169566336398,65.6943604550586,5.603775000798079,21.6,공포
2024-12-05,40.20535326431356,2.833551372653928,0.3181701723639754,24.339271112604937,57.07851734434971,3.8049402738014555,21.4,공포
2024-12-06,39.87146718286233,2.3634202542252223,0.26012283049278895,43.70822606210461,29.865393705477445,4.3235310101165085,20.1,공포
2024-12-09,30.259114914468825,0.6550053764349018,0.22886014424506074,69.7253435083401,14.202101510057458,1.4904936159610649,19.4,극도의 공포
2024-12-10,24.137265912932477,2.4079268603074806,0.8971576650578538,90.90624171199582,28.530538392738148,14.726810494546083,26.9,공포
2024-12-11,32.56848103145926,4.0473830047930495,1.5614485704205368,88.28671060669164,36.90986270490445,42.902918682856644,34.4,공포
2024-12-12,28.756565588832288,8.02374209036612,3.2816462728699585,93.87487735605971,42.946172226145066,59.88749472127659,39.5,공포
2024-12-13,28.54897559181002,9.973167345233037,4.146680697714588,92.54010568705792,36.76943187796971,62.86514063971711,39.1,공포
2024-12-16,35.45011205114976,9.638980585377421,3.948275763069188,88.75272254078774,39.230155653135824,44.65686645218953,36.9,공포
2024-12-17,32.67143985161091,6.311259190114378,2.449772188720172,84.24183665552366,35.398090089701775,39.03778920621127,33.4,공포
2024-12-18,31.025349999589466,9.900282932032683,3.978642744764633,70.1304808279558,43.32616735978545,42.456490185486714,33.5,공포
2024-12-19,25.64240672335346,5.067485056296112,1.8951347346862504,53.16841427355888,43.47788868039129,36.13311816611022,27.6,공포
2024-12-20,25.209067613378934,3.2395486504182522,1.1627350675274948,55.344627426310545,36.19323182301278,22.449425522214117,23.9,공포
2024-12-23,24.269241038105378,6.473419901451978,2.38804714391051,48.76011757016433,34.1406733826428,25.61110725237079,23.6,공포
2024-12-24,24.639850615118192,6.743390526015948,2.462880081430201,32.80297821816729,42.633708514126766,33.80147430070694,23.8,공포
2024-12-26,25.109441510981327,6.0873477192576955,2.183204478048929,24.179634865628362,45.7985767471558,40.148748596150554,23.9,공포
2024-12-27,24.368170844731637,4.435096131851189,1.543883803196362,11.780128699994968,42.790451154281335,36.71510168957764,20.3,공포
2024-12-30,29.19221741552576,4.426833560067564,1.5214616807109167,2.5300571294936307,62.77617243112139,54.49044091952212,25.8,공포
2025-01-02,29.374492412040325,4.758871024116792,1.622357912508403,1.6078998350588118,42.1579704367862,53.63337841047374,22.2,공포
2025-01-03,29.968993153788688,9.527746168091017,3.3541417125194357,1.7900204924595153,49.6928190988424,48.12330589461116,23.7,공포
2025-01-06,27.504393433863868,17.698407453102487,6.591457915301363,2.482732409432995,52.529343038416364,77.67838467352892,30.7,공포
2025-01-07,29.131570433793527,19.02225994895125,7.072231534333942,5.082242926605239,49.372444703675725,83.44645843308852,32.2,공포
2025-01-08,28.54639717454785,26.26741111581037,10.221713573825847,9.19181175891226,61.91305647933723,91.66135436612302,38.0,공포
2025-01-09,45.17733792003491,27.23062431631534,10.511346210515688,14.249492364575456,74.89507943829456,98.45225520148475,45.1,중립
2025-01-10,54.67331043467205,26.534988886453327,9.989025365261583,15.461379513670115,64.16824722798505,93.71600567530334,44.1,중립
2025-01-13,53.306398376869915,21.20692499406366,7.478406042432982,41.878777679203125,74.72056998950907,84.14864246443112,47.1,중립
2025-01-14,58.68861494144127,23.85384601520668,8.40623669094781,49.63325679084863,89.55927702563513,72.39172869097384,50.4,중립
2025-01-15,59.24899828298928,24.56931359796127,8.534090692920115,70.35701004906166,81.10685597235263,72.0911662334269,52.7,중립
2025-01-16,56.3002980370811,33.48443095494588,12.280176540892757,76.83463411366876,88.66417430393294,75.47634642746908,57.2,중립
2025-01-17,60.65575866919841,33.2357116106329,11.95383394609184,84.92061783284367,90.91881253100709,78.91823419983695,60.1,탐욕
2025-01-20,62.924430677544265,33.11768817084826,11.691291999925879,72.93141442284879,96.26890894873499,72.8398364436763,58.3,중립
2025-01-21,72.74111554003166,33.422818403012286,11.619020375567091,84.82055713577657,96.72226576778405,77.29619006188024,62.8,탐욕
2025-01-22,76.12158626705845,42.67705520699675,15.85914873138542,88.43714124936888,97.68935011543604,90.18360935808283,68.5,탐욕
2025-01-23,75.40401478305569,34.17538060832529,11.61618998547856,93.3503985132575,84.98281193984344,74.46806750075089,62.3,탐욕
2025-01-24,74.4852450123889,41.05844727846901,14.662235459756918,96.05248485043928,77.60850032892115,79.5067653730724,63.9,탐욕
2025-01-31,73.3197573210996,35.94703438099415,12.15009833458683,95.52805689446224,64.00605547899293,75.00049739665596,59.3,중립
2025-02-03,60.20086059185108,20.370696999868393,5.939743014813336,91.68789507735546,19.1775600787166,59.833530555276816,42.9,중립
