TMPV1,TMPV2,TMPV3,TMPV4,TMPV5,TMPV6,TMPV7,TMPV8,TMPV9,date
20231026,1748087808,925563876,822523931,5138555,3587944,1550611,0,2115595412,2023-10-26
20231027,1748604866,925165654,823439212,5316070,3747045,1569026,0,2118556362,2023-10-27
20231030,1718560517,908890410,809670107,4770371,3416055,1354317,0,2120071920,2023-10-30
20231031,1697211136,897787293,799423843,4838698,3377211,1461487,0,2117790738,2023-10-31
20231101,1687936325,893003325,794933000,5118361,3613274,1505087,0,2114549286,2023-11-01
20231102,1680158227,888955447,791202780,4895972,3545709,1350263,0,2118992538,2023-11-02
20231103,1662644459,879186507,783457952,5108153,3764225,1343928,0,2110675789,2023-11-03
20231106,1657834971,876443480,781391491,5588486,4030860,1557626,0,2117582811,2023-11-06
20231107,1660560886,875132933,785427953,5924275,4377647,1546628,0,2125487116,2023-11-07
20231108,1675233819,880688624,794545195,4912102,3599545,1312557,0,2117686126,2023-11-08
20231109,1709624165,899952945,809671219,4716452,3468699,1247754,0,2142635750,2023-11-09
20231110,1711902992,901519083,810383909,4615214,3387092,1228122,0,2142776604,2023-11-10
20231113,1710864054,900679328,810184725,4492294,3306468,1185826,0,2120921117,2023-11-13
20231114,1704597462,897924484,806672978,4356044,3202771,1153273,0,2122570890,2023-11-14
20231115,1695021638,894722826,800298811,4253454,3157573,1095881,0,2123996879,2023-11-15
20231116,1686960710,889152835,797807875,4196480,3115372,1081108,0,2101039633,2023-11-16
20231117,1682694704,880728458,801966246,4126953,3071579,1055374,0,2101840574,2023-11-17
20231120,1691487271,885050600,806436670,4080075,3040242,1039833,0,2101212281,2023-11-20
20231121,1701761115,889646523,812114592,3962730,2988658,974072,0,2101403793,2023-11-21
20231122,1698420031,887578600,810841431,3906630,2956969,949661,0,2098113097,2023-11-22
20231123,1703458721,885956795,817501925,3872086,2929935,942151,0,2100827298,2023-11-23
20231124,1708763929,887855585,820908344,3818326,2884531,933795,0,2102947158,2023-11-24
20231127,1713894378,889999674,823894704,3796614,2868296,928319,0,2107132307,2023-11-27
20231128,1720622897,894285066,826337831,3754084,2827335,926750,0,2113489865,2023-11-28
20231129,1721961711,893167214,828794497,3705264,2804882,900381,0,2114801725,2023-11-29
20231130,1720924433,891228016,829696418,3624657,2751806,872852,0,2112821911,2023-11-30
20231201,1726787039,895394487,831392552,3567574,2713690,853884,0,2112638868,2023-12-01
20231204,1727552182,894800930,832751252,3545724,2703521,842203,0,2127944647,2023-12-04
20231205,1738290217,901489932,836800285,3505334,2685948,819386,0,2143414548,2023-12-05
20231206,1736595846,897780236,838815610,3454181,2664684,789496,0,2116437161,2023-12-06
20231207,1733757322,899591635,834165687,3410872,2641633,769239,0,2121195250,2023-12-07
20231208,1738014062,903250492,834763570,3391267,2629396,761872,0,2115441294,2023-12-08
20231211,1742331607,905007287,837324320,3350792,2601337,749455,0,2117892818,2023-12-11
20231212,1735569144,900071971,835497173,3283120,2538764,744356,0,2113525314,2023-12-12
20231213,1744032255,907243760,836788495,3250247,2513817,736430,0,2121608084,2023-12-13
20231214,1745996954,906609097,839387858,3173349,2483449,689901,0,2126095466,2023-12-14
20231215,1746639735,906371719,840268016,3119847,2439934,679913,0,2142390300,2023-12-15
20231218,1733280879,895354730,837926149,3032882,2372166,660716,0,2126908129,2023-12-18
20231219,1728698754,888940506,839758248,2984865,2342178,642687,0,2101130940,2023-12-19
20231220,1743109862,899978794,843131068,2941577,2311806,629771,0,2103284625,2023-12-20
20231221,1752348298,904464995,847883303,2895548,2277827,617721,0,2098109763,2023-12-21
20231222,1753962877,900347846,853615031,2874035,2261456,612579,0,2097389710,2023-12-22
20231226,1762826010,904764853,858061157,2859240,2252213,607027,0,2113595812,2023-12-26
20231227,1762790474,904287112,858503362,2835717,2234144,601574,0,2107015931,2023-12-27
20231228,1756871796,897079143,859792653,2778406,2190596,587810,0,2106702484,2023-12-28
20231229,1756019095,901745979,854273115,2778406,2197780,580626,0,2109995547,2023-12-29
20240102,1753880669,902093628,851787041,2744854,2179391,565463,0,2100294984,2024-01-02
20240103,1744660377,891062101,853598276,2728895,2166923,561972,0,2078321120,2024-01-03
20240104,1756543322,902631852,853911470,2605138,2053221,551917,0,2080091940,2024-01-04
20240105,1781178785,921832937,859345848,2556449,2023049,533400,0,2091179551,2024-01-05
20240108,1793668169,932286445,861381724,2526301,1997150,529151,0,2096847179,2024-01-08
20240109,1800663141,937649808,863013332,2491193,1971777,519416,0,2093502088,2024-01-09
20240110,1809342937,942486269,866856668,2457672,1950965,506707,0,2097443190,2024-01-10
20240111,1813372369,944667891,868704478,2440622,1938988,501633,0,2095759364,2024-01-11
20240112,1826977647,963029795,863947853,2398119,1904128,493991,0,2096444560,2024-01-12
20240115,1834992055,972062209,862929846,2376805,1889726,487079,0,2101274553,2024-01-15
20240116,1838327398,974604250,863723149,2328898,1847297,481602,0,2092787011,2024-01-16
20240117,1831402524,972120060,859282464,2307433,1832805,474628,0,2094251064,2024-01-17
20240118,1831565876,976210018,855355859,2233869,1783449,450420,0,2125739629,2024-01-18
20240119,1821487843,972403580,849084264,2158980,1718445,440535,0,2112675703,2024-01-19
20240122,1807952328,966264967,841687361,2109583,1679570,430012,0,2088957335,2024-01-22
20240123,1796189635,956234889,839954746,2060836,1639482,421354,0,2032857885,2024-01-23
20240124,1790462591,950485557,839977034,1977335,1577678,399658,0,2043041464,2024-01-24
20240125,1786360060,944431832,841928228,1935742,1550799,384944,0,2043967899,2024-01-25
20240126,1793988925,947125505,846863421,1898486,1525171,373315,0,2032494670,2024-01-26
20240129,1787556602,956601015,830955587,1864551,1509867,354684,0,2032671921,2024-01-29
20240130,1781268274,951659415,829608859,1813638,1465148,348489,0,2018826618,2024-01-30
20240131,1781082861,951753578,829329283,1742705,1412714,329991,0,2020932320,2024-01-31
20240201,1773809274,949148049,824661225,1647090,1332662,314428,0,2020638979,2024-02-01
20240202,1769173906,948614871,820559035,1572705,1274850,297855,0,2016168529,2024-02-02
20240205,1761911358,951026023,810885335,1498574,1216974,281599,0,2012878345,2024-02-05
20240206,1756118259,945235472,810882788,1442064,1168674,273390,0,2007147438,2024-02-06
20240207,1782788712,968143324,814645388,1332388,1069208,263180,0,2010025524,2024-02-07
20240208,1781709840,967297941,814411898,1279235,1023135,256099,0,2012124931,2024-02-08
20240213,1777395219,963300878,814094342,1268721,1014063,254658,0,2010268720,2024-02-13
20240214,1775411205,960702834,814708371,1245087,1012863,232225,0,2015038364,2024-02-14
20240215,1778281609,956965866,821315743,1236333,1007064,229269,0,2048926113,2024-02-15
20240216,1795085015,966880567,828204448,1223798,998544,225253,0,2038906097,2024-02-16
20240219,1813196275,977064492,836131783,1220623,995622,225002,0,2020621063,2024-02-19
20240220,1819655687,976087991,843567696,1218856,994001,224855,0,2020878690,2024-02-20
20240221,1828784212,980670729,848113483,1208282,985808,222473,0,2022826327,2024-02-21
20240222,1837846897,984866050,852980847,1201359,979653,221705,0,2016954002,2024-02-22
20240223,1843572889,986032405,857540483,1201334,979634,221700,0,2021616856,2024-02-23
20240226,1853884300,991243898,862640402,1181439,960398,221041,0,2024084608,2024-02-26
20240227,1860080315,994735307,865345008,1150464,929829,220635,0,2040594441,2024-02-27
20240228,1861459219,993503713,867955507,1143913,925136,218777,0,2042801957,2024-02-28
20240229,1852805746,988116984,864688762,1137523,921189,216334,0,2040141433,2024-02-29
20240304,1847572199,986430928,861141270,1133825,919069,214756,0,2039767154,2024-03-04
20240305,1854764883,992447545,862317338,1128842,917115,211727,0,2046006011,2024-03-05
20240306,1856126172,991995945,864130227,1110500,898937,211563,0,2042553703,2024-03-06
20240307,1872790045,1003230489,869559555,1102427,896180,206248,0,2043613148,2024-03-07
20240308,1884699160,1012166273,872532887,1094844,888676,206168,0,2044641581,2024-03-08
20240311,1892864335,1015580620,877283715,1089612,884794,204818,0,2045224207,2024-03-11
20240312,1884053488,1007530397,876523090,1052193,847708,204485,0,2035995121,2024-03-12
20240313,1893835454,1012248163,881587291,1049931,845519,204412,0,2057569754,2024-03-13
20240314,1902722188,1017235464,885486724,1047862,843479,204383,0,2056046485,2024-03-14
20240315,1915735741,1024473593,891262148,1042743,838428,204314,0,2055043631,2024-03-15
20240318,1921636218,1027160078,894476140,1041877,838101,203776,0,2055399733,2024-03-18
20240319,1930151116,1038085441,892065675,1032681,828975,203706,0,2049198996,2024-03-19
20240320,1938161498,1043598378,894563121,1031015,827429,203586,0,2049218761,2024-03-20
20240321,1951813015,1051684527,900128488,1029120,826561,202559,0,2052483495,2024-03-21
20240322,1948563662,1049564106,898999556,1024590,822167,202423,0,2054885501,2024-03-22
20240325,1935033482,1035309033,899724449,1019418,817729,201688,0,2044754181,2024-03-25
20240326,1938054532,1034091106,903963426,996656,795215,201441,0,2056073484,2024-03-26
20240327,1946038494,1040071148,905967346,991191,790583,200608,0,2056126130,2024-03-27
20240328,1948186614,1038307549,909879064,985756,787775,197982,0,2043432656,2024-03-28
20240329,1947914834,1036772565,911142269,971927,780733,191194,0,2050003274,2024-03-29
20240401,1953417021,1043317917,910099103,960679,769821,190858,0,2058760307,2024-04-01
20240402,1953465521,1043043575,910421946,955837,766165,189673,0,2059463863,2024-04-02
20240403,1953383273,1042698164,910685109,928509,739256,189253,0,2057462419,2024-04-03
20240404,1951719338,1044095109,907624229,926467,737238,189228,0,2064039177,2024-04-04
20240405,1948458881,1046328725,902130156,913507,725162,188346,0,2067073736,2024-04-05
20240408,1946544144,1043219875,903324269,905032,719745,185288,0,2042564268,2024-04-08
20240409,1945907518,1045399104,900508413,900672,716681,183991,0,2039772173,2024-04-09
20240411,1936590136,1037195401,899394735,896972,713929,183043,0,2033723276,2024-04-11
20240412,1931934987,1036808859,895126128,893223,710489,182735,0,2030821853,2024-04-12
20240415,1928455838,1035934094,892521744,883704,703387,180317,0,1983683282,2024-04-15
20240416,1935040158,1039802405,895237752,878285,700107,178178,0,1980868042,2024-04-16
20240417,1941218321,1046539919,894678401,872102,694228,177874,0,1989804103,2024-04-17
20240418,1918347612,1035144119,883203493,815338,638198,177140,0,1996715636,2024-04-18
20240419,1906435530,1028497122,877938407,807556,630886,176670,0,1989462324,2024-04-19
20240422,1903448476,1024027756,879420720,807238,630654,176584,0,1970580836,2024-04-22
20240423,1903797179,1026853590,876943589,799625,624291,175334,0,1980744216,2024-04-23
20240424,1899313065,1023868672,875444394,797129,622202,174926,0,1992831265,2024-04-24
20240425,1906723602,1029276666,877446936,794222,619658,174565,0,1977406504,2024-04-25
20240426,1906288986,1027813861,878475124,793697,619133,174565,0,2008606120,2024-04-26
20240429,1918951093,1037839708,881111384,791432,617339,174093,0,2052175087,2024-04-29
20240430,1917492392,1034784272,882708121,789405,615570,173835,0,1996831503,2024-04-30
20240502,1915536685,1030647943,884888743,785259,611599,173660,0,1991861695,2024-05-02
20240503,1920294793,1029733744,890561049,745237,572134,173103,0,1993814378,2024-05-03
20240507,1927331510,1032558439,894773071,744651,571817,172834,0,1996574151,2024-05-07
20240508,1927188639,1030224103,896964535,731067,560435,170632,0,1999943265,2024-05-08
20240509,1919233524,1018761822,900471702,729433,559147,170287,0,1990041162,2024-05-09
20240510,1927038958,1020914165,906124793,726617,556389,170227,0,1988442716,2024-05-10
20240513,1942020010,1029826723,912193287,725060,554962,170099,0,1994078487,2024-05-13
20240514,1938872824,1024600802,914272022,724842,554938,169903,0,1996634069,2024-05-14
20240516,1940823346,1025516324,915307022,720120,552688,167431,0,2000330700,2024-05-16
20240517,1940182828,1025416596,914766232,715932,549965,165967,0,1995341253,2024-05-17
20240520,1944687305,1023230968,921456336,712165,546729,165436,0,1996260148,2024-05-20
20240521,1948012362,1029721760,918290602,707452,542090,165361,0,2003961947,2024-05-21
20240522,1944473950,1028801347,915672603,690295,536093,154202,0,1998838624,2024-05-22
20240523,1949371020,1034873961,914497059,685325,535468,149857,0,2001088686,2024-05-23
20240524,1953268478,1039243073,914025404,684463,534761,149702,0,2002145931,2024-05-24
20240527,1959549487,1044684885,914864602,681613,534078,147535,0,2001965606,2024-05-27
20240528,1962176832,1050847769,911329063,679037,533952,145085,0,2003061669,2024-05-28
20240529,1963521178,1054195568,909325610,677035,533675,143360,0,1999892090,2024-05-29
20240530,1975874999,1060929572,914945426,672741,532232,140509,0,2001401202,2024-05-30
20240531,1981946152,1067129394,914816759,670865,531385,139480,0,2014646325,2024-05-31
20240603,1974852888,1065438909,909413979,669753,530739,139013,0,2022357002,2024-06-03
20240604,1968674161,1063481758,905192403,663164,529158,134006,0,2009741603,2024-06-04
20240605,1966490514,1059080807,907409707,662577,529148,133429,0,2012847322,2024-06-05
20240607,1973089128,1065798227,907290900,656257,523111,133147,0,2020982897,2024-06-07
20240610,1972623778,1066957178,905666601,654726,522501,132224,0,2020051130,2024-06-10
20240611,1977702683,1070039894,907662788,650159,521637,128522,0,2024537246,2024-06-11
20240612,1999203281,1087892969,911310312,648381,520711,127669,0,2027217554,2024-06-12
20240613,2012368108,1094057088,918311020,646199,518557,127642,0,2017457328,2024-06-13
20240614,2008511048,1092512874,915998174,644825,517915,126911,0,2027611832,2024-06-14
20240617,2017381273,1094976220,922405053,641872,515201,126671,0,2025788433,2024-06-17
20240618,2020038384,1098744759,921293625,639902,513442,126460,0,2033793869,2024-06-18
20240619,2024511464,1105965820,918545645,633489,507383,126106,0,2036034149,2024-06-19
20240620,2021176187,1105277369,915898819,624451,498942,125508,0,2039737829,2024-06-20
20240621,2019011982,1104766053,914245930,609989,485195,124795,0,2039203246,2024-06-21
20240624,2024975945,1111289189,913686756,603722,479478,124244,0,2035599078,2024-06-24
20240625,2023332099,1110619151,912712948,573448,459661,113787,0,2038182370,2024-06-25
20240626,2018101053,1110284407,907816646,569344,455841,113503,0,2039626244,2024-06-26
20240627,2009112971,1105479049,903633922,566050,453396,112654,0,2027788228,2024-06-27
20240628,2010975225,1106518086,904457139,562777,453148,109629,0,2026972895,2024-06-28
20240701,2007959388,1104739569,903219819,556207,446578,109629,0,2029305628,2024-07-01
20240702,2002393406,1101059445,901333962,555244,446032,109211,0,2027780159,2024-07-02
20240703,2002788880,1100879095,901909785,551800,442610,109190,0,2064966148,2024-07-03
20240704,1997024943,1100411953,896612990,549667,440477,109190,0,2070718279,2024-07-04
20240705,1987636964,1095525414,892111551,548227,439070,109157,0,2024175554,2024-07-05
20240708,1989198026,1097050164,892147862,547982,438992,108990,0,2020716220,2024-07-08
20240709,1988748019,1093282857,895465162,547844,438854,108990,0,2014766853,2024-07-09
20240710,1993720463,1096864025,896856438,543803,434910,108893,0,2014635737,2024-07-10
20240711,2005769332,1099588534,906180798,540804,431986,108818,0,2018215529,2024-07-11
20240712,2016587421,1105622688,910964732,537914,429729,108184,0,2022807625,2024-07-12
20240715,2020204538,1106532631,913671906,534995,426817,108177,0,2026056835,2024-07-15
20240716,2015910926,1107049963,908860963,533367,426670,106697,0,2029494541,2024-07-16
20240717,2020513040,1112633883,907879157,528271,421581,106690,0,2026571240,2024-07-17
20240718,2016598228,1110722859,905875369,525759,420675,105084,0,2022794289,2024-07-18
20240719,2010029213,1110018424,900010788,523443,419677,103766,0,2053342366,2024-07-19
20240722,1996031229,1105805346,890225883,520480,419344,101136,0,2060987095,2024-07-22
20240723,1996732830,1109239132,887493698,519681,419048,100633,0,2028899770,2024-07-23
20240724,1991932620,1107673328,884259292,499639,401088,98551,0,2031817388,2024-07-24
20240725,1980650829,1102405033,878245796,495066,397628,97439,0,2029354969,2024-07-25
20240726,1979493944,1103159322,876334622,491120,393718,97401,0,2026392900,2024-07-26
20240729,1959248671,1091992921,867255749,483356,389067,94290,0,2029603954,2024-07-29
20240730,1945958879,1084756095,861202784,480058,386045,94013,0,2017294385,2024-07-30
20240731,1943065625,1082797061,860268564,479007,385059,93948,0,2014527706,2024-07-31
20240801,1951799272,1092616584,859182689,475411,382807,92604,0,2031239397,2024-08-01
20240802,1942450691,1087108776,855341916,473017,380524,92493,0,2033556853,2024-08-02
20240805,1929606700,1081344448,848262252,471237,378789,92448,0,2046451500,2024-08-05
20240806,1905734604,1074634278,831100326,466592,377478,89114,0,2062668039,2024-08-06
20240807,1772091076,1011746160,760344916,429152,353580,75572,0,2032800773,2024-08-07
20240808,1712852612,981419903,731432709,419609,344802,74807,0,1984934100,2024-08-08
20240809,1720576062,984014913,736561150,417125,342459,74666,0,1980045296,2024-08-09
20240812,1736776200,994475427,742300774,414114,339828,74287,0,1995876929,2024-08-12
20240813,1748053797,1001355399,746698398,412979,339523,73456,0,1982836022,2024-08-13
20240814,1755292608,1000783926,754508681,412767,339310,73456,0,1978040756,2024-08-14
20240816,1761479852,1005240201,756239651,412327,338870,73456,0,1983987499,2024-08-16
20240819,1760684524,1003190603,757493921,411491,338276,73215,0,1976950798,2024-08-19
20240820,1757277287,995101285,762176001,410797,337620,73177,0,1970711379,2024-08-20
20240821,1765654994,1001193287,764461707,409833,337600,72233,0,1977646123,2024-08-21
20240822,1771829743,1004670897,767158846,409648,337415,72233,0,1984475555,2024-08-22
20240823,1781990986,1009752484,772238503,408803,336696,72107,0,1987727205,2024-08-23
20240826,1780645811,1008572336,772073475,407755,335814,71941,0,1990842369,2024-08-26
20240827,1779242956,1006924529,772318427,407444,335757,71686,0,1988293440,2024-08-27
20240828,1782272357,1009631584,772640773,405776,334093,71683,0,1988827899,2024-08-28
20240829,1784586703,1012725586,771861117,403821,332872,70949,0,1994780234,2024-08-29
20240830,1785750999,1014057433,771693566,398635,327936,70699,0,1995807403,2024-08-30
20240902,1788026004,1016738385,771287619,396256,326312,69944,0,2006965159,2024-09-02
20240903,1783068756,1013594858,769473898,396249,326306,69944,0,1989015038,2024-09-03
20240904,1789286701,1018016571,771270130,392224,326231,65993,0,1991352745,2024-09-04
20240905,1789230873,1017977548,771253325,392097,326179,65918,0,1998246648,2024-09-05
20240906,1767758451,1011708287,756050164,387729,323421,64307,0,1994924093,2024-09-06
20240909,1735926493,994406489,741520004,386874,322619,64256,0,1984021416,2024-09-09
20240910,1710770260,980263144,730507117,381045,320429,60616,0,1975426173,2024-09-10
20240911,1701860597,978308992,723551605,379700,319154,60546,0,1963845300,2024-09-11
20240912,1703590034,977475671,726114363,375510,315632,59878,0,1963183567,2024-09-12
20240913,1704378354,980997265,723381089,374840,315334,59506,0,1956810013,2024-09-13
20240919,1699435561,977164429,722271132,368355,313191,55164,0,1946427533,2024-09-19
20240920,1710510358,984262775,726247583,366324,311328,54996,0,1955156193,2024-09-20
20240923,1728419461,998001643,730417818,362928,307935,54993,0,1957544032,2024-09-23
20240924,1733229714,999805264,733424449,362183,307193,54990,0,1957009233,2024-09-24
20240925,1744116283,1009598797,734517486,358919,304836,54083,0,1966684760,2024-09-25
20240926,1749316293,1013486639,735829654,358779,304817,53962,0,1964917630,2024-09-26
20240927,1755266440,1018489196,736777244,358772,304811,53962,0,1973780847,2024-09-27
20240930,1746601010,1010287561,736313448,357260,304804,52456,0,1974734609,2024-09-30
20241002,1758494822,1017035958,741458864,344941,292485,52456,0,1976626600,2024-10-02
20241004,1770547303,1028063806,742483497,343628,291172,52456,0,1978241761,2024-10-04
20241007,1776739625,1036226489,740513136,339259,286835,52424,0,1979328493,2024-10-07
20241008,1773249070,1034027680,739221390,335424,283205,52219,0,1983772116,2024-10-08
20241010,1778919117,1037121780,741797337,330717,278498,52219,0,1987554292,2024-10-10
20241011,1795202831,1048561199,746641632,328630,276700,51930,0,1986058352,2024-10-11
20241014,1800153536,1048069187,752084349,323978,272054,51925,0,1991243287,2024-10-14
20241015,1802142599,1050888264,751254335,318072,266147,51925,0,1993507290,2024-10-15
20241016,1801882917,1048924865,752958051,316344,264420,51925,0,1988661248,2024-10-16
20241017,1805910272,1049274185,756636087,315121,264327,50794,0,1993270891,2024-10-17
20241018,1816460983,1057788784,758672199,313154,262362,50792,0,1998437137,2024-10-18
20241021,1821752659,1062521062,759231597,308716,257924,50792,0,1994325384,2024-10-21
20241022,1822934674,1064323543,758611132,307308,256517,50792,0,2003288403,2024-10-22
20241023,1815466287,1058768160,756698127,305104,254312,50792,0,1997750666,2024-10-23
20241024,1809548177,1056371241,753176936,301192,250405,50787,0,2005785938,2024-10-24
20241025,1795993052,1049125372,746867680,299928,249140,50787,0,2001202442,2024-10-25
20241028,1800210652,1053161941,747048711,299310,248523,50787,0,1999875365,2024-10-28
20241029,1788875619,1048275032,740600587,296088,247392,48696,0,2009598558,2024-10-29
20241030,1783439700,1045031265,738408435,295690,246993,48696,0,2006546463,2024-10-30
20241031,1788790186,1047915643,740874543,294302,246015,48287,0,2004046890,2024-10-31
20241101,1793680144,1051019907,742660237,294022,245735,48287,0,2001363102,2024-11-01
20241104,1794557205,1054803750,739753455,293632,245406,48226,0,2010282863,2024-11-04
20241105,1788341524,1049844572,738496952,292882,244656,48226,0,2007385781,2024-11-05
20241106,1784232529,1048800770,735431759,292171,244401,47771,0,2003647012,2024-11-06
20241107,1796529280,1057004210,739525070,291849,244079,47771,0,2009250894,2024-11-07
20241108,1797376373,1054908261,742468112,291133,243683,47451,0,2010241757,2024-11-08
20241111,1793753466,1051639837,742113630,290611,243199,47412,0,2013727335,2024-11-11
20241112,1790172696,1050058318,740114378,288435,242016,46419,0,2014565377,2024-11-12
20241113,1787341752,1050390689,736951063,281407,241587,39820,0,2019528523,2024-11-13
20241114,1757869436,1035284854,722584582,276726,236906,39820,0,2011156512,2024-11-14
20241115,1725145662,1019145919,705999743,269824,234458,35367,0,2002455014,2024-11-15
20241118,1694864186,1002235161,692629025,267246,232576,34671,0,1984347838,2024-11-18
20241119,1671466418,988894887,682571531,260004,225559,34445,0,1971283641,2024-11-19
20241120,1669384710,984611529,684773181,258769,224750,34018,0,1963463280,2024-11-20
20241121,1669426051,982491031,686935020,258492,224558,33934,0,1961937207,2024-11-21
20241122,1667985588,981763944,686221644,257218,223381,33837,0,1961773874,2024-11-22
20241125,1663530691,980656881,682873810,256591,222866,33725,0,1969680812,2024-11-25
20241126,1649682095,971637201,678044894,255216,222015,33201,0,1967631712,2024-11-26
20241127,1650255560,971227736,679027824,253341,220140,33201,0,1963765483,2024-11-27
20241128,1659093009,976523131,682569878,252913,220012,32901,0,1963339211,2024-11-28
20241129,1658938581,974475688,684462893,252904,220006,32898,0,1967939650,2024-11-29
20241202,1658353976,972614926,685739049,252685,219786,32898,0,1971567641,2024-12-02
20241203,1656749884,973935044,682814840,252318,219435,32883,0,1980117277,2024-12-03
20241204,1638715243,962636298,676078945,246679,213796,32883,0,1968925231,2024-12-04
20241205,1631521747,956638284,674883463,246611,213727,32883,0,1958929757,2024-12-05
20241206,1620621073,950713883,669907189,243251,210368,32883,0,1966103600,2024-12-06
20241209,1604177557,942446553,661731004,242563,209724,32839,0,1963949202,2024-12-09
20241210,1574830327,924035586,650794742,241539,208703,32837,0,1956889536,2024-12-10
20241211,1531221076,900129505,631091572,235909,203076,32833,0,1945525622,2024-12-11
20241212,1516473798,892259342,624214456,234920,202121,32799,0,1926556520,2024-12-12
20241213,1525090733,896880189,628210544,233770,200971,32799,0,1930282693,2024-12-13
20241216,1536314466,898462369,637852097,233753,200954,32799,0,1935686947,2024-12-16
20241217,1548210855,904219019,643991836,233753,200954,32799,0,1942401867,2024-12-17
20241218,1569185233,916763316,652421917,233607,200808,32799,0,1940473353,2024-12-18
20241219,1586861906,929265761,657596145,232981,200182,32799,0,1947267134,2024-12-19
20241220,1581980714,922797414,659183300,232981,200182,32799,0,1943567013,2024-12-20
20241223,1592840416,933012219,659828197,232822,200023,32799,0,1952400757,2024-12-23
20241224,1586698380,932685673,654012707,232664,199865,32799,0,1959233256,2024-12-24
20241226,1573412497,922906000,650506497,232528,199729,32799,0,1950452973,2024-12-26
20241227,1582095222,925409281,656685941,230664,197866,32799,0,1941036138,2024-12-27
20241230,1582589697,923915913,658673784,230648,197849,32799,0,1944584658,2024-12-30
20241231,1581860433,923402905,658457527,230648,197849,32799,0,1949128546,2024-12-31
20250102,1568389742,915865441,652524301,229041,197779,31262,0,1936245323,2025-01-02
20250103,1557550723,908731121,648819601,228928,197666,31262,0,1923038824,2025-01-03
20250106,1570373931,915964805,654409126,228687,197435,31252,0,1929455030,2025-01-06
20250107,1572444926,912883631,659561295,228035,197103,30932,0,1926723060,2025-01-07
20250108,1587723457,918153291,669570166,227985,197053,30932,0,1927900030,2025-01-08
20250109,1602531854,924698848,677833006,226355,195422,30932,0,1934122019,2025-01-09
20250110,1610496209,928485228,682010981,225723,194791,30932,0,1938423948,2025-01-10
20250113,1618677201,933528393,685148808,225634,194702,30932,0,1934937375,2025-01-13
20250114,1632139674,941785090,690354584,225634,194702,30932,0,1940754816,2025-01-14
20250115,1642310832,951303498,691007335,225634,194702,30932,0,1952828732,2025-01-15
20250116,1649498067,957429411,692068656,225624,194692,30932,0,1950496657,2025-01-16
20250117,1650719945,957577685,693142260,225530,194598,30932,0,1949752432,2025-01-17
20250120,1646082193,953627849,692454343,225486,194554,30932,0,1945975315,2025-01-20
20250121,1657854105,961357192,696496913,224513,193581,30932,0,1953429262,2025-01-21
20250122,1668264786,967248899,701015887,223410,192607,30802,0,2021000405,2025-01-22
20250123,1675207702,969297750,705909952,220775,189973,30802,0,2019634470,2025-01-23
20250124,1668611719,961743178,706868541,217065,186263,30802,0,1959693833,2025-01-24
20250131,1684086097,975068156,709017941,215980,185492,30488,0,1974118803,2025-01-31
20250203,1676237656,969912913,706324743,215850,185391,30459,0,1973844934,2025-02-03
20250204,1690517201,981363939,709153262,215280,184821,30459,0,1975292850,2025-02-04
20250205,1680742908,977853582,702889326,212991,182573,30418,0,1982243969,2025-02-05
20250206,1670932692,969924372,701008320,212638,182529,30109,0,1973643054,2025-02-06
20250207,1676641771,968003927,708637844,212638,182529,30109,0,1965780554,2025-02-07
20250210,1684173148,969857571,714315577,212582,182473,30109,0,1963259742,2025-02-10
20250211,1699862864,978810739,721052125,212369,182260,30109,0,1974123019,2025-02-11
20250212,1713054636,983055606,729999029,212366,182260,30106,0,1982781402,2025-02-12
20250213,1721489334,984953052,736536281,212361,182255,30106,0,1976061381,2025-02-13
20250214,1733428024,991851197,741576827,210413,180307,30106,0,1981175803,2025-02-14
20250217,1736591775,991124780,745466996,210237,180131,30106,0,1987370421,2025-02-17
20250218,1750572364,999848868,750723496,210227,180122,30106,0,1992055431,2025-02-18
20250219,1760573484,1004849763,755723721,210096,179990,30106,0,1990778992,2025-02-19
20250220,1779328061,1015668824,763659237,208214,178109,30106,0,1992809794,2025-02-20
20250221,1781280430,1011487245,769793186,204336,175520,28815,0,1999584547,2025-02-21
20250224,1789072351,1016610937,772461413,203151,174336,28815,0,2006930693,2025-02-24
20250225,1794777159,1022016935,772760225,202693,173878,28815,0,2000699403,2025-02-25
20250226,1808570326,1031224966,777345360,201517,172702,28815,0,2002505709,2025-02-26
20250227,1819452607,1038636126,780816481,198282,169570,28712,0,2010996098,2025-02-27
20250228,1823495372,1038134049,785361323,197230,169493,27737,0,2019038789,2025-02-28
20250304,1830635410,1045417526,785217883,196932,169456,27476,0,2023748861,2025-03-04
20250305,1835553546,1056421816,779131730,196861,169385,27476,0,2030593055,2025-03-05
20250306,1819875157,1051345973,768529184,196483,169010,27473,0,2021812470,2025-03-06
20250307,1820786844,1051334916,769451928,196156,168684,27473,0,2013873211,2025-03-07
20250310,1824303303,1050557963,773745340,196013,168550,27463,0,2017675106,2025-03-10
20250311,1814649253,1046448667,768200585,194939,167475,27463,0,2021470613,2025-03-11
20250312,1817460571,1050711519,766749052,193984,166521,27463,0,2023335838,2025-03-12
20250313,1814852769,1050738021,764114748,193902,166439,27463,0,2020131114,2025-03-13
20250314,1810082511,1045441806,764640705,193869,166406,27463,0,2018938700,2025-03-14
20250317,1816221578,1046526288,769695290,193846,166383,27463,0,2019267786,2025-03-17
